Device ID,Average Net Disruption Count,Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
10:2b:aa:50:31:0f,1,2026-07-14 04:59:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1403A,Evolve M2
10:2b:aa:50:8f:80,1,2026-07-14 04:59:21,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1808B,Evolve M2
10:2b:aa:50:32:8f,1,2026-07-14 04:59:17,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1807B,Evolve M2
10:2b:aa:50:30:3a,1,2026-07-14 04:59:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,709A,Evolve M2
10:2b:aa:50:8f:47,1,2026-07-14 04:59:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1409A,Evolve M2
10:2b:aa:50:37:27,1,2026-07-14 04:59:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1812A,Evolve M2
10:2b:aa:50:33:0d,1,2026-07-14 04:57:59,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,809B,Evolve M2
10:2b:aa:51:ea:8b,1,2026-07-14 04:57:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1212A,Evolve M2
10:2b:aa:50:35:bf,1,2026-07-14 04:57:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,702B,Evolve M2
10:2b:aa:50:2e:30,1,2026-07-14 04:57:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1109B,Evolve M2
10:2b:aa:50:31:84,1,2026-07-14 04:57:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,704A,Evolve M2
10:2b:aa:50:91:87,1,2026-07-14 04:57:11,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1504A,Evolve M2
10:2b:aa:50:2c:3e,1,2026-07-14 04:57:10,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,605A,Evolve M2
10:2b:aa:50:2e:0f,1,2026-07-14 04:56:40,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,701B,Evolve M2
10:2b:aa:50:3a:c9,1,2026-07-14 04:56:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,412B,Evolve M2
10:2b:aa:50:3d:8d,1,2026-07-14 04:56:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,801A,Evolve M2
10:2b:aa:50:34:1e,1,2026-07-14 04:56:34,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,202A,Evolve M2
10:2b:aa:50:36:df,1,2026-07-14 04:56:28,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1604A,Evolve M2
10:2b:aa:50:34:63,1,2026-07-14 04:56:15,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,210A,Evolve M2
10:2b:aa:50:91:15,1,2026-07-14 04:56:14,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1005B,Evolve M2
10:2b:aa:50:31:c3,1,2026-07-14 04:56:01,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,704A,Evolve M2
10:2b:aa:50:92:44,1,2026-07-14 04:55:58,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1401A,Evolve M2
10:2b:aa:50:31:6f,1,2026-07-14 04:55:35,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1001S,Evolve M2
10:2b:aa:50:31:99,1,2026-07-14 04:55:31,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1210B,Evolve M2
10:2b:aa:50:8d:2b,1,2026-07-14 04:55:29,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1401B,Evolve M2
10:2b:aa:50:04:21,1,2026-07-14 04:55:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1502A,Evolve M2
10:2b:aa:51:ea:cd,1,2026-07-14 04:55:12,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1105A,Evolve M2
10:2b:aa:50:90:58,1,2026-07-14 04:54:57,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,502B,Evolve M2
10:2b:aa:50:3f:1f,1,2026-07-14 04:54:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1703B,Evolve M2
10:2b:aa:50:8c:e9,1,2026-07-14 04:54:35,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,411B,Evolve M2
10:2b:aa:50:3d:4e,1,2026-07-14 04:54:05,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,606B,Evolve M2
10:2b:aa:50:35:4d,1,2026-07-14 04:54:04,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,403A,Evolve M2
10:2b:aa:50:8f:fe,1,2026-07-14 04:53:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,506A,Evolve M2
10:2b:aa:50:3f:88,1,2026-07-14 04:53:40,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1707A,Evolve M2
10:2b:aa:50:2f:a7,1,2026-07-14 04:53:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,601B,Evolve M2
10:2b:aa:50:39:3a,1,2026-07-14 04:53:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,105A,Evolve M2
10:2b:aa:50:8f:dd,1,2026-07-14 04:53:09,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,504A,Evolve M2
10:2b:aa:50:33:4f,1,2026-07-14 04:52:59,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,607A,Evolve M2
10:2b:aa:51:ea:d6,1,2026-07-14 04:52:54,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1102B,Evolve M2
10:2b:aa:50:90:34,1,2026-07-14 04:52:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,504B,Evolve M2
10:2b:aa:50:3d:d5,1,2026-07-14 04:52:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1201B,Evolve M2
10:2b:aa:50:36:82,1,2026-07-14 04:52:45,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,602B,Evolve M2
10:2b:aa:50:3f:94,1,2026-07-14 04:52:42,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,311B,Evolve M2
10:2b:aa:50:33:37,1,2026-07-14 04:52:39,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1509A,Evolve M2
10:2b:aa:50:36:97,1,2026-07-14 04:52:09,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1210A,Evolve M2
10:2b:aa:50:2e:4e,1,2026-07-14 04:51:59,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1203A,Evolve M2
10:2b:aa:50:37:36,1,2026-07-14 04:51:58,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,701B,Evolve M2
10:2b:aa:50:90:31,1,2026-07-14 04:51:43,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1211A,Evolve M2
10:2b:aa:50:31:a5,1,2026-07-14 04:51:43,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,402B,Evolve M2
10:2b:aa:50:2d:ca,1,2026-07-14 04:51:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,805A,Evolve M2
10:2b:aa:50:8d:a0,1,2026-07-14 04:51:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,404A,Evolve M2
10:2b:aa:50:91:d2,1,2026-07-14 04:51:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1104B,Evolve M2
10:2b:aa:50:3b:59,1,2026-07-14 04:51:21,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,406A,Evolve M2
10:2b:aa:50:39:c1,1,2026-07-14 04:51:12,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,709A,Evolve M2
10:2b:aa:50:3f:eb,1,2026-07-14 04:50:14,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,401B,Evolve M2
10:2b:aa:50:38:08,1,2026-07-14 04:50:11,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,307A,Evolve M2
10:2b:aa:50:34:0f,1,2026-07-14 04:50:07,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,204A,Evolve M2
10:2b:aa:50:04:a2,1,2026-07-14 04:50:04,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1108B,Evolve M2
10:2b:aa:50:3d:66,1,2026-07-14 04:49:56,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,208A,Evolve M2
10:2b:aa:50:36:3a,1,2026-07-14 04:49:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,909B,Evolve M2
10:2b:aa:51:e8:e7,1,2026-07-14 04:49:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,512A,Evolve M2
10:2b:aa:50:92:c8,1,2026-07-14 04:49:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1512A,Evolve M2
10:2b:aa:50:8f:c5,1,2026-07-14 04:49:40,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1506B,Evolve M2
10:2b:aa:50:8d:22,1,2026-07-14 04:49:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1203A,Evolve M2
10:2b:aa:50:2e:db,1,2026-07-14 04:49:29,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,707A,Evolve M2
10:2b:aa:50:34:12,1,2026-07-14 04:49:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,203B,Evolve M2
10:2b:aa:51:ea:3d,1,2026-07-14 04:49:22,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1502B,Evolve M2
10:2b:aa:50:04:81,1,2026-07-14 04:49:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1607B,Evolve M2
10:2b:aa:50:3a:12,1,2026-07-14 04:49:09,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,105B,Evolve M2
10:2b:aa:50:34:9f,1,2026-07-14 04:48:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,409B,Evolve M2
10:2b:aa:50:31:78,1,2026-07-14 04:48:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1507A,Evolve M2
10:2b:aa:50:33:70,1,2026-07-14 04:48:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,501S,Evolve M2
10:2b:aa:50:3f:be,1,2026-07-14 04:48:24,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,302A,Evolve M2
10:2b:aa:50:39:4f,1,2026-07-14 04:48:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,401S,Evolve M2
10:2b:aa:50:35:47,1,2026-07-14 04:48:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,406B,Evolve M2
10:2b:aa:50:39:a0,1,2026-07-14 04:48:17,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1601A,Evolve M2
10:2b:aa:50:3c:a0,1,2026-07-14 04:48:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,203B,Evolve M2
10:2b:aa:50:37:ff,1,2026-07-14 04:48:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,308A,Evolve M2
10:2b:aa:50:04:6f,1,2026-07-14 04:48:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,708B,Evolve M2
10:2b:aa:50:90:d6,1,2026-07-14 04:48:07,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1202A,Evolve M2
10:2b:aa:50:34:33,1,2026-07-14 04:48:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,210A,Evolve M2
10:2b:aa:50:3a:4e,1,2026-07-14 04:48:05,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1010A,Evolve M2
10:2b:aa:50:90:82,1,2026-07-14 04:48:04,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,908B,Evolve M2
10:2b:aa:50:3c:eb,1,2026-07-14 04:47:58,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,606B,Evolve M2
10:2b:aa:50:3e:65,1,2026-07-14 04:47:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1712A,Evolve M2
10:2b:aa:51:ea:2b,1,2026-07-14 04:47:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1209G,Evolve M2
10:2b:aa:50:2f:92,1,2026-07-14 04:47:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1603B,Evolve M2
10:2b:aa:50:35:89,1,2026-07-14 04:47:45,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1209B,Evolve M2
10:2b:aa:50:8d:a6,1,2026-07-14 04:47:33,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,801B,Evolve M2
10:2b:aa:51:e7:94,1,2026-07-14 04:47:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1102A,Evolve M2
10:2b:aa:50:2b:db,1,2026-07-14 04:47:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1612B,Evolve M2
10:2b:aa:51:e8:db,1,2026-07-14 04:47:17,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,512A,Evolve M2
10:2b:aa:50:33:67,1,2026-07-14 04:47:10,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1606B,Evolve M2
10:2b:aa:50:3f:61,1,2026-07-14 04:46:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,511B,Evolve M2
10:2b:aa:51:e8:1b,1,2026-07-14 04:46:41,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,512B,Evolve M2
10:2b:aa:50:3f:2b,1,2026-07-14 04:46:39,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,312A,Evolve M2
10:2b:aa:50:37:9f,1,2026-07-14 04:46:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,811A,Evolve M2
10:2b:aa:50:91:1b,1,2026-07-14 04:46:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1202A,Evolve M2
10:2b:aa:50:32:a1,1,2026-07-14 04:46:15,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1704A,Evolve M2
10:2b:aa:50:32:f2,1,2026-07-14 04:45:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,810A,Evolve M2
10:2b:aa:50:2b:ed,1,2026-07-14 04:45:24,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,808B,Evolve M2
10:2b:aa:50:32:5f,1,2026-07-14 04:45:22,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,607B,Evolve M2
