Device ID,Average Net Disruption Count,Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
10:2b:aa:50:34:6c,4,2026-07-13 12:44:55,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,405B,Evolve M2
10:2b:aa:51:ea:4c,6,2026-07-13 12:44:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1205A,Evolve M2
10:2b:aa:50:32:41,4,2026-07-13 12:44:52,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1001S,Evolve M2
10:2b:aa:50:90:dc,5,2026-07-13 12:44:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1403B,Evolve M2
10:2b:aa:50:31:0f,4,2026-07-13 12:44:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1403A,Evolve M2
10:2b:aa:50:92:47,3,2026-07-13 12:44:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1610B,Evolve M2
10:2b:aa:50:2e:54,4,2026-07-13 12:44:41,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1112A,Evolve M2
10:2b:aa:50:39:a6,2,2026-07-13 12:44:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,703A,Evolve M2
10:2b:aa:50:8f:68,3,2026-07-13 12:44:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,211A,Evolve M2
10:2b:aa:50:34:ed,4,2026-07-13 12:44:31,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,410B,Evolve M2
10:2b:aa:50:37:fc,4,2026-07-13 12:44:31,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1107A,Evolve M2
10:2b:aa:50:04:45,4,2026-07-13 12:44:30,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1107B,Evolve M2
10:2b:aa:50:3b:32,2,2026-07-13 12:44:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1204B,Evolve M2
10:2b:aa:50:30:2e,3,2026-07-13 12:44:25,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,712B,Evolve M2
10:2b:aa:50:34:90,3,2026-07-13 12:44:24,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,501S,Evolve M2
10:2b:aa:50:3f:c7,4,2026-07-13 12:44:23,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,308A,Evolve M2
10:2b:aa:50:8f:80,3,2026-07-13 12:44:21,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1808B,Evolve M2
10:2b:aa:51:ea:49,2,2026-07-13 12:44:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1207B,Evolve M2
10:2b:aa:50:32:8f,3,2026-07-13 12:44:16,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1807B,Evolve M2
10:2b:aa:50:2f:98,5,2026-07-13 12:44:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,406A,Evolve M2
10:2b:aa:50:31:9c,3,2026-07-13 12:44:09,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1510A,Evolve M2
10:2b:aa:50:35:8c,4,2026-07-13 12:44:09,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1507B,Evolve M2
10:2b:aa:50:8f:47,4,2026-07-13 12:44:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1409A,Evolve M2
10:2b:aa:50:30:3a,2,2026-07-13 12:44:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,709A,Evolve M2
10:2b:aa:50:8f:56,2,2026-07-13 12:44:05,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1408A,Evolve M2
10:2b:aa:50:3c:b8,4,2026-07-13 12:44:04,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1605A,Evolve M2
10:2b:aa:50:33:d3,4,2026-07-13 12:44:03,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,608B,Evolve M2
10:2b:aa:50:3c:22,6,2026-07-13 12:44:03,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,411A,Evolve M2
10:2b:aa:50:30:04,3,2026-07-13 12:44:02,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,901S,Evolve M2
10:2b:aa:50:31:6f,5,2026-07-13 12:43:00,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1001S,Evolve M2
10:2b:aa:50:04:3f,3,2026-07-13 12:42:59,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1105B,Evolve M2
10:2b:aa:50:04:4e,2,2026-07-13 12:42:57,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1209A,Evolve M2
10:2b:aa:50:90:70,6,2026-07-13 12:42:55,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1504B,Evolve M2
10:2b:aa:51:ea:df,6,2026-07-13 12:42:54,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1101B,Evolve M2
10:2b:aa:50:35:02,5,2026-07-13 12:42:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,909A,Evolve M2
10:2b:aa:50:2f:35,2,2026-07-13 12:42:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,806A,Evolve M2
10:2b:aa:50:35:5c,6,2026-07-13 12:42:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1808A,Evolve M2
10:2b:aa:50:35:bf,4,2026-07-13 12:42:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,702B,Evolve M2
10:2b:aa:50:2e:30,3,2026-07-13 12:42:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1109B,Evolve M2
10:2b:aa:50:34:ab,4,2026-07-13 12:42:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,907A,Evolve M2
10:2b:aa:50:33:4f,4,2026-07-13 12:42:48,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,607A,Evolve M2
10:2b:aa:50:2d:ac,3,2026-07-13 12:42:48,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,904B,Evolve M2
10:2b:aa:50:2e:e4,2,2026-07-13 12:42:48,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1106B,Evolve M2
10:2b:aa:50:3f:04,3,2026-07-13 12:42:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,310A,Evolve M2
10:2b:aa:50:3e:4a,2,2026-07-13 12:42:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1212B,Evolve M2
10:2b:aa:50:33:22,6,2026-07-13 12:42:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,806A,Evolve M2
10:2b:aa:50:37:81,4,2026-07-13 12:42:45,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,810B,Evolve M2
10:2b:aa:50:3a:93,5,2026-07-13 12:42:44,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,205A,Evolve M2
10:2b:aa:50:38:77,3,2026-07-13 12:42:43,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,301B,Evolve M2
10:2b:aa:50:38:f2,5,2026-07-13 12:42:43,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,405A,Evolve M2
10:2b:aa:50:3c:34,3,2026-07-13 12:42:41,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1002B,Evolve M2
10:2b:aa:50:36:bb,2,2026-07-13 12:42:38,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1210A,Evolve M2
