Device ID,Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
18:0c:7a:8a:ab:91,2025-09-24 12:14:49,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,249,Evolve M2
18:0c:7a:8a:ac:9c,2025-09-24 12:14:49,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,238,Evolve M2
18:0c:7a:8a:a2:2e,2025-09-24 12:14:47,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,124,Evolve M2
18:0c:7a:8a:9a:e4,2025-09-24 12:14:45,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,215,Evolve M2
38:e1:f4:49:1a:5d,2025-09-24 12:14:40,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,129,Evolve M2
18:0c:7a:8a:9e:6e,2025-09-24 12:14:38,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,214,Evolve M2
18:0c:7a:8a:a2:19,2025-09-24 12:14:38,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,303,Evolve M2
18:0c:7a:8a:b2:7e,2025-09-24 12:14:34,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,237,Evolve M2
38:e1:f4:49:27:5e,2025-09-24 12:14:34,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,203,Evolve M2
18:0c:7a:8a:9f:37,2025-09-24 12:14:34,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,213@br,Evolve M2
38:e1:f4:49:24:ba,2025-09-24 12:14:33,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,250,Evolve M2
18:0c:7a:8a:fd:d5,2025-09-24 12:14:32,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,331,Evolve M2
38:e1:f4:49:14:9b,2025-09-24 12:14:30,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,228,Evolve M2
18:0c:7a:8a:a2:1c,2025-09-24 12:14:26,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,308,Evolve M2
38:e1:f4:49:26:66,2025-09-24 12:14:22,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,201,Evolve M2
18:0c:7a:8a:fb:26,2025-09-24 12:14:21,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,111@lr,Evolve M2
18:0c:7a:89:d9:bd,2025-09-24 12:14:20,JHyfC1TAWBFocuoVJqJSfHb4w3GFWbm7,MVM047 - Sleep Inn Niantic CT,312,Evolve M2
38:e1:f4:49:2c:24,2025-09-24 12:14:17,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,332,Evolve M2
38:e1:f4:49:2f:4f,2025-09-24 12:14:16,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,417,Evolve M2
38:e1:f4:49:2e:63,2025-09-24 12:14:15,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,415,Evolve M2
18:0c:7a:8a:b3:b6,2025-09-24 12:14:09,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,247,Evolve M2
18:0c:7a:8a:a9:d2,2025-09-24 12:14:08,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,133,Evolve M2
18:0c:7a:8a:9b:b0,2025-09-24 12:14:02,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,307@br,Evolve M2
8C:6D:50:46:02:28,2025-09-24 12:14:02,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,MDF,Evolve S1
18:0c:7a:8a:a0:f9,2025-09-24 12:14:01,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,123,Evolve M2
38:e1:f4:49:2f:26,2025-09-24 12:12:53,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,410,Evolve M2
38:e1:f4:49:30:8d,2025-09-24 12:12:41,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,219,Evolve M2
18:0c:7a:8a:ac:3c,2025-09-24 12:12:40,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,246,Evolve M2
18:0c:7a:8a:a1:92,2025-09-24 12:12:40,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,102,Evolve M2
18:0c:7a:8a:70:7b,2025-09-24 12:12:38,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,119,Evolve M2
38:e1:f4:49:27:04,2025-09-24 12:12:35,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,205,Evolve M2
18:0c:7a:8a:ae:d3,2025-09-24 12:12:34,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,205,Evolve M2
38:e1:f4:49:1a:13,2025-09-24 12:12:25,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,202,Evolve M2
18:0c:7a:8a:b2:b1,2025-09-24 12:12:23,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,307,Evolve M2
18:0c:7a:8a:ab:10,2025-09-24 12:12:18,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,105,Evolve M2
18:0c:7a:8a:b1:e2,2025-09-24 12:12:17,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,EVOLVE,Evolve M2
18:0c:7a:8a:b0:f8,2025-09-24 12:12:16,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,116,Evolve M2
18:0c:7a:8a:b3:bc,2025-09-24 12:12:13,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,EVOLVE,Evolve M2
18:0c:7a:8a:a0:75,2025-09-24 12:12:09,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,207,Evolve M2
18:0c:7a:8a:9d:e7,2025-09-24 12:12:09,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,EVOLVE,Evolve M2
18:0c:7a:8a:9a:e1,2025-09-24 12:12:03,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,327@lr,Evolve M2
38:e1:f4:49:2a:49,2025-09-24 12:12:02,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,309,Evolve M2
18:0c:7a:8a:ad:62,2025-09-24 12:12:00,JHyfC1TAWBFocuoVJqJSfHb4w3GFWbm7,MVM047 - Sleep Inn Niantic CT,121,Evolve M2
18:0c:7a:8a:14:a4,2025-09-24 12:11:58,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,303@lr,Evolve M2
18:0c:7a:8a:9d:4e,2025-09-24 12:11:53,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,122,Evolve M2
18:0c:7a:8a:9d:ff,2025-09-24 12:11:49,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,325@br,Evolve M2
18:0c:7a:8a:aa:bf,2025-09-24 12:11:47,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,125,Evolve M2
18:0c:7a:8a:a2:76,2025-09-24 12:11:43,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,305,Evolve M2
18:0c:7a:8a:b1:6d,2025-09-24 12:11:42,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,204,Evolve M2
18:0c:7a:8a:b2:36,2025-09-24 12:11:41,8W9Vs8vSTh8o874cEook5PuYkyqWXHKR,MVM594 - Red Roof Inn Thomasville GA,224,Evolve M2
38:e1:f4:49:30:1b,2025-09-24 12:11:40,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,201,Evolve M2
18:0c:7a:8a:96:88,2025-09-24 12:11:40,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,213@lr,Evolve M2
18:0c:7a:8a:f9:f7,2025-09-24 12:11:40,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,230@br2,Evolve M2
38:e1:f4:49:77:45,2025-09-24 12:11:33,NiOnEq636s0y6uEqm9hS15b9zUOodXcD,MVM049 - Best Western Gadsden AL,321,Evolve M2
18:0c:7a:8a:9d:7b,2025-09-24 12:11:30,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,113@lr,Evolve M2
18:0c:7a:89:db:e9,2025-09-24 12:11:23,JHyfC1TAWBFocuoVJqJSfHb4w3GFWbm7,MVM047 - Sleep Inn Niantic CT,EVOLVE,Evolve M2
18:0c:7a:8a:9a:36,2025-09-24 12:11:21,4u0QR1mWk0JgTSFex6oiToZgan46ZPTB,MVM044 - Town Square Place Chaska MN,113@br,Evolve M2
