Device ID,RSSI (dBm),Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
38:e1:f4:49:2e:3c,-63.00,2025-10-03 13:40:40,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,429,Evolve M2
38:e1:f4:49:17:b7,-76.00,2025-10-03 13:40:23,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,312,Evolve M2
38:e1:f4:49:2a:f6,-65.00,2025-10-03 13:40:22,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,325,Evolve M2
38:e1:f4:49:25:41,-65.00,2025-10-03 13:39:44,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,202,Evolve M2
38:e1:f4:49:1a:5d,-72.00,2025-10-03 13:39:27,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,129,Evolve M2
38:e1:f4:49:19:26,-71.00,2025-10-03 13:39:25,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,2,Evolve M2
38:e1:f4:49:1a:a0,-62.00,2025-10-03 13:39:06,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,300,Evolve M2
38:e1:f4:49:2c:24,-72.00,2025-10-03 13:39:00,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,332,Evolve M2
38:e1:f4:49:2b:79,-68.00,2025-10-03 13:38:34,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,308,Evolve M2
38:e1:f4:49:2e:c0,-66.00,2025-10-03 13:37:45,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,408,Evolve M2
38:e1:f4:49:2a:bc,-70.00,2025-10-03 13:37:44,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,405,Evolve M2
38:e1:f4:49:30:fd,-63.00,2025-10-03 13:37:39,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,205,Evolve M2
38:e1:f4:49:1a:6a,-65.00,2025-10-03 13:37:32,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,226,Evolve M2
38:e1:f4:49:1a:f7,-67.00,2025-10-03 13:37:31,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,230,Evolve M2
38:e1:f4:49:31:00,-63.00,2025-10-03 13:37:30,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,206,Evolve M2
38:e1:f4:49:15:db,-66.00,2025-10-03 13:37:28,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,431,Evolve M2
38:e1:f4:49:30:2a,-67.00,2025-10-03 13:37:25,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,212,Evolve M2
38:e1:f4:49:2b:26,-63.00,2025-10-03 13:37:22,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,400,Evolve M2
38:e1:f4:49:1a:06,-66.00,2025-10-03 13:37:21,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,231,Evolve M2
38:e1:f4:49:31:bf,-66.00,2025-10-03 13:37:18,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,218,Evolve M2
38:e1:f4:49:29:e2,-66.00,2025-10-03 13:37:15,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,403,Evolve M2
38:e1:f4:49:10:81,-65.00,2025-10-03 13:37:14,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,306,Evolve M2
38:e1:f4:49:13:52,-73.00,2025-10-03 13:37:06,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,427,Evolve M2
38:e1:f4:49:2b:46,-61.00,2025-10-03 13:36:57,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,307,Evolve M2
38:e1:f4:49:31:2d,-61.00,2025-10-03 13:36:51,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,207,Evolve M2
38:e1:f4:49:17:84,-69.00,2025-10-03 13:36:51,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,305,Evolve M2
38:e1:f4:49:13:4f,-61.00,2025-10-03 13:36:49,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,313,Evolve M2
38:e1:f4:49:2a:d9,-67.00,2025-10-03 13:35:20,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,420,Evolve M2
38:e1:f4:49:2f:6b,-61.00,2025-10-03 13:35:10,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,409,Evolve M2
38:e1:f4:49:2a:e6,-67.00,2025-10-03 13:34:30,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,324,Evolve M2
38:e1:f4:49:15:57,-68.00,2025-10-03 13:34:13,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,301,Evolve M2
38:e1:f4:49:2b:b3,-69.00,2025-10-03 13:33:57,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,329,Evolve M2
38:e1:f4:49:2b:99,-66.00,2025-10-03 13:33:32,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,322,Evolve M2
38:e1:f4:49:13:b5,-63.00,2025-10-03 13:33:07,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,432,Evolve M2
38:e1:f4:49:31:53,-71.00,2025-10-03 13:32:39,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,216,Evolve M2
38:e1:f4:49:13:e1,-63.00,2025-10-03 13:32:34,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,314,Evolve M2
38:e1:f4:49:19:e0,-63.00,2025-10-03 13:31:49,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,1,Evolve M2
38:e1:f4:49:2a:cc,-79.00,2025-10-03 13:31:14,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,328,Evolve M2
38:e1:f4:49:30:e0,-62.00,2025-10-03 13:30:56,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,220,Evolve M2
38:e1:f4:49:2f:4f,-62.00,2025-10-03 13:30:53,ozkOVHMhvDINFW4F03RciMeVKg7AoCKz,MVM098 - Comfort Inn Minot ND,417,Evolve M2
