Device ID,RSSI (dBm),Timestamp (EST - America/Atikokan (UTC-05:00)),Site ID,Site Name,Room Number,Device Type
38:e1:f4:48:db:9c,-74.00,2025-11-03 08:24:30,B59XNftXnHy7Qum7aSkSbPdWPqgsT8o4,MVM743 - The Cliffs At Peace Canyon,1018,Evolve M2
38:e1:f4:48:db:7b,-77.00,2025-11-03 08:19:59,B59XNftXnHy7Qum7aSkSbPdWPqgsT8o4,MVM743 - The Cliffs At Peace Canyon,1017 B1,Evolve M2
