Device ID,RSSI (dBm),Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
10:2b:aa:50:32:02,-39.00,2026-07-14 04:53:05,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1511A,Evolve M2
10:2b:aa:50:8e:a5,-35.00,2026-07-14 04:52:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1807A,Evolve M2
10:2b:aa:50:2f:0e,-37.00,2026-07-14 04:52:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1106A,Evolve M2
10:2b:aa:50:35:2c,-66.00,2026-07-14 04:52:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,408A,Evolve M2
10:2b:aa:50:33:9a,-37.00,2026-07-14 04:52:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,211B,Evolve M2
10:2b:aa:50:2d:3d,-39.00,2026-07-14 04:51:38,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1010B,Evolve M2
10:2b:aa:50:2f:ef,-66.00,2026-07-14 04:51:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,712A,Evolve M2
10:2b:aa:50:39:0d,-36.00,2026-07-14 04:51:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,302A,Evolve M2
10:2b:aa:50:30:e8,-37.00,2026-07-14 04:51:22,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1006B,Evolve M2
10:2b:aa:51:e1:1f,-38.00,2026-07-14 04:51:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,502A,Evolve M2
10:2b:aa:50:33:0a,-66.00,2026-07-14 04:51:17,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1807B,Evolve M2
10:2b:aa:50:39:c1,-36.00,2026-07-14 04:51:12,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,709A,Evolve M2
10:2b:aa:50:3d:ae,-69.00,2026-07-14 04:51:04,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,211B,Evolve M2
10:2b:aa:50:8f:b0,-39.00,2026-07-14 04:51:01,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1407B,Evolve M2
10:2b:aa:50:91:96,-36.00,2026-07-14 04:50:54,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1702B,Evolve M2
10:2b:aa:50:04:27,-39.00,2026-07-14 04:50:42,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,708A,Evolve M2
10:2b:aa:50:2d:76,-35.00,2026-07-14 04:50:33,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,806B,Evolve M2
10:2b:aa:50:3c:97,-68.00,2026-07-14 04:50:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,209A,Evolve M2
10:2b:aa:50:3a:d8,-36.00,2026-07-14 04:50:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,305A,Evolve M2
10:2b:aa:50:35:74,-37.00,2026-07-14 04:50:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,401B,Evolve M2
10:2b:aa:50:04:30,-67.00,2026-07-14 04:49:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1006A,Evolve M2
10:2b:aa:51:e0:d4,-66.00,2026-07-14 04:49:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,507A,Evolve M2
10:2b:aa:51:e9:17,-67.00,2026-07-14 04:49:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,511A,Evolve M2
10:2b:aa:50:2e:db,-69.00,2026-07-14 04:49:29,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,707A,Evolve M2
10:2b:aa:50:2c:da,-67.00,2026-07-14 04:49:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,610B,Evolve M2
10:2b:aa:50:04:81,-66.00,2026-07-14 04:49:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1607B,Evolve M2
10:2b:aa:51:ea:e5,-67.00,2026-07-14 04:49:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1501A,Evolve M2
10:2b:aa:50:37:ba,-66.00,2026-07-14 04:49:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,910B,Evolve M2
10:2b:aa:50:38:08,-67.00,2026-07-14 04:49:11,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,307A,Evolve M2
10:2b:aa:50:2e:90,-66.00,2026-07-14 04:49:03,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1607A,Evolve M2
10:2b:aa:50:34:9f,-37.00,2026-07-14 04:48:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,409B,Evolve M2
10:2b:aa:50:2c:0e,-39.00,2026-07-14 04:48:48,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,507A,Evolve M2
10:2b:aa:50:31:78,-39.00,2026-07-14 04:48:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1507A,Evolve M2
10:2b:aa:51:ea:7c,-66.00,2026-07-14 04:48:35,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,507A,Evolve M2
10:2b:aa:50:91:9c,-39.00,2026-07-14 04:48:34,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1001B,Evolve M2
10:2b:aa:50:39:4f,-35.00,2026-07-14 04:48:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,401S,Evolve M2
10:2b:aa:50:3c:94,-66.00,2026-07-14 04:48:16,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,104B,Evolve M2
10:2b:aa:50:32:aa,-35.00,2026-07-14 04:48:15,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1012B,Evolve M2
10:2b:aa:50:3c:a0,-39.00,2026-07-14 04:48:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,203B,Evolve M2
10:2b:aa:50:34:99,-67.00,2026-07-14 04:48:02,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1004A,Evolve M2
10:2b:aa:50:32:71,-39.00,2026-07-14 04:47:55,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,805B,Evolve M2
10:2b:aa:50:90:be,-67.00,2026-07-14 04:47:55,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1004B,Evolve M2
10:2b:aa:50:35:c2,-39.00,2026-07-14 04:47:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,407B,Evolve M2
10:2b:aa:50:2f:92,-36.00,2026-07-14 04:47:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1603B,Evolve M2
10:2b:aa:50:35:89,-37.00,2026-07-14 04:47:45,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1209B,Evolve M2
10:2b:aa:4f:fc:ec,-39.00,2026-07-14 04:47:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1108A,Evolve M2
68:ab:a9:f8:56:8a,-39.00,2026-07-14 04:47:29,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1810B,Evolve M2
10:2b:aa:50:3c:8e,-39.00,2026-07-14 04:47:28,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,305A,Evolve M2
10:2b:aa:51:eb:33,-35.00,2026-07-14 04:47:22,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1105A,Evolve M2
10:2b:aa:50:2c:cb,-35.00,2026-07-14 04:47:21,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1103A,Evolve M2
10:2b:aa:50:8f:41,-67.00,2026-07-14 04:47:15,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1608B,Evolve M2
10:2b:aa:50:8d:46,-66.00,2026-07-14 04:47:01,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1410B,Evolve M2
10:2b:aa:50:04:8d,-38.00,2026-07-14 04:46:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1110A,Evolve M2
10:2b:aa:50:31:cf,-67.00,2026-07-14 04:46:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1009B,Evolve M2
10:2b:aa:50:3f:4f,-67.00,2026-07-14 04:46:16,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1011B,Evolve M2
10:2b:aa:50:3b:f5,-35.00,2026-07-14 04:46:12,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,907A,Evolve M2
10:2b:aa:50:3b:14,-66.00,2026-07-14 04:45:58,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1710A,Evolve M2
10:2b:aa:50:34:7e,-39.00,2026-07-14 04:45:40,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,901B,Evolve M2
10:2b:aa:50:8f:29,-66.00,2026-07-14 04:45:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,901S,Evolve M2
10:2b:aa:50:38:65,-66.00,2026-07-14 04:45:30,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,311A,Evolve M2
10:2b:aa:50:3a:69,-36.00,2026-07-14 04:45:07,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,803B,Evolve M2
