Device ID,Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
44:15:24:fd:78:ed,2026-03-23 19:29:55,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,313,Evolve M2
44:15:24:fe:2e:36,2026-03-23 19:29:31,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,106,Evolve M2
44:15:24:fe:2f:9b,2026-03-23 19:29:26,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,413,Evolve M2
44:15:24:fd:78:f3,2026-03-23 19:29:24,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,326,Evolve M2
44:15:24:fd:79:1b,2026-03-23 19:29:19,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,314,Evolve M2
44:15:24:fe:30:40,2026-03-23 19:29:18,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,217,Evolve M2
44:15:24:fe:2f:a4,2026-03-23 19:29:15,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,407,Evolve M2
44:15:24:fe:2f:c5,2026-03-23 19:29:04,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,425,Evolve M2
44:15:24:fe:2f:b3,2026-03-23 19:27:55,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,406,Evolve M2
44:15:24:fe:30:7c,2026-03-23 19:27:44,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,207,Evolve M2
44:15:24:fe:2d:fa,2026-03-23 19:27:40,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,131,Evolve M2
44:15:24:fe:2f:cb,2026-03-23 19:27:35,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,206,Evolve M2
44:15:24:fe:2d:fd,2026-03-23 19:27:22,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,229,Evolve M2
44:15:24:fd:a4:ab,2026-03-23 19:27:07,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,417,Evolve M2
44:15:24:fe:2f:fb,2026-03-23 19:27:04,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,201,Evolve M2
44:15:24:fe:2e:8a,2026-03-23 19:27:02,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,125,Evolve M2
44:15:24:fe:2e:27,2026-03-23 19:26:59,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,101,Evolve M2
44:15:24:fd:77:a3,2026-03-23 19:26:51,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,312,Evolve M2
44:15:24:fe:2e:81,2026-03-23 19:26:38,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,221,Evolve M2
44:15:24:fe:2e:75,2026-03-23 19:26:33,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,128,Evolve M2
44:15:24:fe:2e:9f,2026-03-23 19:26:29,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,233,Evolve M2
44:15:24:fe:2e:57,2026-03-23 19:26:24,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,127,Evolve M2
44:15:24:fd:78:c0,2026-03-23 19:26:22,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,323,Evolve M2
44:15:24:fe:2e:66,2026-03-23 19:26:19,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,121,Evolve M2
44:15:24:fe:2e:1e,2026-03-23 19:26:18,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,109,Evolve M2
44:15:24:fd:57:c5,2026-03-23 19:26:01,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,315,Evolve M2
44:15:24:fe:2f:bc,2026-03-23 19:25:48,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,202,Evolve M2
44:15:24:fe:2e:c3,2026-03-23 19:25:44,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,227,Evolve M2
44:15:24:fe:2f:fe,2026-03-23 19:25:40,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,405,Evolve M2
44:15:24:fd:79:4b,2026-03-23 19:25:39,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,310,Evolve M2
44:15:24:fe:2f:86,2026-03-23 19:25:35,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,426,Evolve M2
44:15:24:fe:30:01,2026-03-23 19:25:33,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,420,Evolve M2
44:15:24:fe:2e:33,2026-03-23 19:25:28,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,112,Evolve M2
44:15:24:fe:2d:8e,2026-03-23 19:25:15,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,133,Evolve M2
44:15:24:fd:a5:74,2026-03-23 19:25:11,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,307,Evolve M2
44:15:24:fe:30:31,2026-03-23 19:25:08,7uvxCmwMGR2koM93apoP7ZmUfoMyOMCj,MVM132 - Woodspring Suites Champaign IL,212,Evolve M2
