Device ID,RSSI (dBm),Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
10:2b:aa:50:36:e2,-66.00,2026-07-14 03:11:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,812B,Evolve M2
68:ab:a9:fc:0a:10,-67.00,2026-07-14 03:11:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1811B,Evolve M2
10:2b:aa:50:3c:2b,-35.00,2026-07-14 03:11:04,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,402B,Evolve M2
10:2b:aa:50:2e:4b,-67.00,2026-07-14 03:10:52,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,410A,Evolve M2
10:2b:aa:50:2f:50,-66.00,2026-07-14 03:10:38,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,810B,Evolve M2
10:2b:aa:50:90:91,-35.00,2026-07-14 03:10:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,503A,Evolve M2
10:2b:aa:50:2e:f6,-66.00,2026-07-14 03:10:33,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,904A,Evolve M2
10:2b:aa:50:33:bb,-66.00,2026-07-14 03:09:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,911A,Evolve M2
10:2b:aa:50:35:02,-38.00,2026-07-14 03:09:38,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,909A,Evolve M2
10:2b:aa:50:04:ba,-69.00,2026-07-14 03:09:30,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,410B,Evolve M2
10:2b:aa:50:33:b8,-38.00,2026-07-14 03:09:26,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,608B,Evolve M2
10:2b:aa:50:32:41,-36.00,2026-07-14 03:09:01,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1001S,Evolve M2
10:2b:aa:50:8f:fe,-36.00,2026-07-14 03:08:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,506A,Evolve M2
10:2b:aa:50:2f:a7,-67.00,2026-07-14 03:08:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,601B,Evolve M2
10:2b:aa:51:e2:48,-66.00,2026-07-14 03:08:29,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,505A,Evolve M2
10:2b:aa:50:38:e9,-39.00,2026-07-14 03:08:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,510A,Evolve M2
10:2b:aa:50:32:02,-39.00,2026-07-14 03:08:05,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1511A,Evolve M2
10:2b:aa:50:35:5c,-66.00,2026-07-14 03:07:59,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1808A,Evolve M2
10:2b:aa:50:8e:a5,-36.00,2026-07-14 03:07:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1807A,Evolve M2
10:2b:aa:50:2f:0e,-37.00,2026-07-14 03:07:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1106A,Evolve M2
10:2b:aa:50:35:2c,-66.00,2026-07-14 03:07:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,408A,Evolve M2
10:2b:aa:50:33:9a,-37.00,2026-07-14 03:07:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,211B,Evolve M2
10:2b:aa:50:2d:3d,-39.00,2026-07-14 03:06:38,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1010B,Evolve M2
10:2b:aa:50:2f:ef,-66.00,2026-07-14 03:06:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,712A,Evolve M2
10:2b:aa:50:39:0d,-36.00,2026-07-14 03:06:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,302A,Evolve M2
10:2b:aa:50:30:e8,-36.00,2026-07-14 03:06:22,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1006B,Evolve M2
10:2b:aa:51:e1:1f,-39.00,2026-07-14 03:06:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,502A,Evolve M2
10:2b:aa:50:39:c1,-36.00,2026-07-14 03:06:12,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,709A,Evolve M2
10:2b:aa:50:3d:ae,-69.00,2026-07-14 03:06:04,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,211B,Evolve M2
10:2b:aa:50:8f:b0,-39.00,2026-07-14 03:06:01,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1407B,Evolve M2
10:2b:aa:50:91:96,-36.00,2026-07-14 03:05:54,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1702B,Evolve M2
10:2b:aa:50:2d:76,-35.00,2026-07-14 03:05:33,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,806B,Evolve M2
10:2b:aa:50:3c:97,-66.00,2026-07-14 03:05:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,209A,Evolve M2
10:2b:aa:50:3a:d8,-36.00,2026-07-14 03:05:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,305A,Evolve M2
10:2b:aa:50:2f:f2,-66.00,2026-07-14 03:05:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1610B,Evolve M2
10:2b:aa:50:34:0f,-66.00,2026-07-14 03:05:07,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,204A,Evolve M2
10:2b:aa:50:35:74,-37.00,2026-07-14 03:05:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,401B,Evolve M2
10:2b:aa:51:e0:d4,-66.00,2026-07-14 03:04:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,507A,Evolve M2
10:2b:aa:51:e9:17,-67.00,2026-07-14 03:04:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,511A,Evolve M2
10:2b:aa:50:8d:34,-36.00,2026-07-14 03:04:43,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,411A,Evolve M2
10:2b:aa:50:2e:db,-68.00,2026-07-14 03:04:29,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,707A,Evolve M2
10:2b:aa:50:2c:da,-67.00,2026-07-14 03:04:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,610B,Evolve M2
10:2b:aa:50:37:ba,-66.00,2026-07-14 03:04:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,910B,Evolve M2
10:2b:aa:50:2e:90,-66.00,2026-07-14 03:04:03,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1607A,Evolve M2
10:2b:aa:50:31:78,-39.00,2026-07-14 03:03:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1507A,Evolve M2
10:2b:aa:50:39:4f,-36.00,2026-07-14 03:03:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,401S,Evolve M2
10:2b:aa:50:32:aa,-35.00,2026-07-14 03:03:15,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1012B,Evolve M2
10:2b:aa:50:34:99,-67.00,2026-07-14 03:03:02,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1004A,Evolve M2
10:2b:aa:50:90:be,-67.00,2026-07-14 03:02:55,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1004B,Evolve M2
10:2b:aa:50:35:c2,-39.00,2026-07-14 03:02:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,407B,Evolve M2
10:2b:aa:50:2f:92,-35.00,2026-07-14 03:02:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1603B,Evolve M2
10:2b:aa:50:35:89,-37.00,2026-07-14 03:02:45,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1209B,Evolve M2
10:2b:aa:4f:fc:ec,-39.00,2026-07-14 03:02:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1108A,Evolve M2
10:2b:aa:50:3c:8e,-39.00,2026-07-14 03:02:28,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,305A,Evolve M2
10:2b:aa:51:eb:33,-36.00,2026-07-14 03:02:22,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1105A,Evolve M2
10:2b:aa:50:2c:cb,-35.00,2026-07-14 03:02:21,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1103A,Evolve M2
10:2b:aa:50:8f:41,-67.00,2026-07-14 03:02:15,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1608B,Evolve M2
10:2b:aa:50:8d:46,-66.00,2026-07-14 03:02:01,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1410B,Evolve M2
10:2b:aa:50:32:89,-66.00,2026-07-14 03:01:59,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,412B,Evolve M2
10:2b:aa:50:31:8a,-68.00,2026-07-14 03:01:48,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1408B,Evolve M2
10:2b:aa:50:04:8d,-39.00,2026-07-14 03:01:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1110A,Evolve M2
10:2b:aa:50:31:cf,-66.00,2026-07-14 03:01:36,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1009B,Evolve M2
10:2b:aa:50:3f:4f,-67.00,2026-07-14 03:01:16,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1011B,Evolve M2
10:2b:aa:50:3b:f5,-35.00,2026-07-14 03:01:12,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,907A,Evolve M2
10:2b:aa:50:34:7e,-39.00,2026-07-14 03:00:40,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,901B,Evolve M2
10:2b:aa:50:8f:29,-67.00,2026-07-14 03:00:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,901S,Evolve M2
10:2b:aa:50:3a:69,-36.00,2026-07-14 03:00:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,803B,Evolve M2
