Device ID,Average Net Disruption Count,Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
10:2b:aa:50:90:dc,10,2026-07-14 04:59:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1403B,Evolve M2
10:2b:aa:50:04:cf,2,2026-07-14 04:59:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1101S,Evolve M2
10:2b:aa:50:39:a6,4,2026-07-14 04:59:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,703A,Evolve M2
10:2b:aa:50:34:ed,4,2026-07-14 04:59:32,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,410B,Evolve M2
10:2b:aa:50:3f:b8,2,2026-07-14 04:59:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,411B,Evolve M2
10:2b:aa:50:8f:b9,9,2026-07-14 04:59:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1707B,Evolve M2
10:2b:aa:50:35:8c,3,2026-07-14 04:59:09,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1507B,Evolve M2
10:2b:aa:50:3c:22,11,2026-07-14 04:59:03,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,411A,Evolve M2
10:2b:aa:50:3c:61,2,2026-07-14 04:57:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,210B,Evolve M2
10:2b:aa:50:37:5d,2,2026-07-14 04:57:28,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1706B,Evolve M2
10:2b:aa:50:35:32,3,2026-07-14 04:57:00,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,901B,Evolve M2
10:2b:aa:50:8f:71,10,2026-07-14 04:56:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1402B,Evolve M2
10:2b:aa:50:2f:29,2,2026-07-14 04:56:51,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,711B,Evolve M2
10:2b:aa:50:33:2e,2,2026-07-14 04:56:49,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1509A,Evolve M2
10:2b:aa:50:38:23,2,2026-07-14 04:56:43,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,904A,Evolve M2
10:2b:aa:50:2f:e0,7,2026-07-14 04:56:29,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,903B,Evolve M2
10:2b:aa:50:8d:6a,4,2026-07-14 04:56:25,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1409B,Evolve M2
10:2b:aa:50:3d:1e,2,2026-07-14 04:55:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,103A,Evolve M2
10:2b:aa:50:31:f6,4,2026-07-14 04:54:33,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1002A,Evolve M2
10:2b:aa:50:2f:83,4,2026-07-14 04:54:30,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1002B,Evolve M2
10:2b:aa:50:3a:03,5,2026-07-14 04:54:21,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,311A,Evolve M2
10:2b:aa:51:ea:31,2,2026-07-14 04:54:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1705A,Evolve M2
10:2b:aa:50:91:6f,11,2026-07-14 04:53:44,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1510B,Evolve M2
10:2b:aa:50:2c:50,7,2026-07-14 04:53:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1008A,Evolve M2
10:2b:aa:50:2d:64,3,2026-07-14 04:53:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,801S,Evolve M2
10:2b:aa:50:35:5c,6,2026-07-14 04:52:59,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1808A,Evolve M2
10:2b:aa:50:2d:e2,3,2026-07-14 04:52:57,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,605A,Evolve M2
10:2b:aa:50:34:06,2,2026-07-14 04:52:34,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,303B,Evolve M2
10:2b:aa:50:2c:95,9,2026-07-14 04:52:25,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1003A,Evolve M2
10:2b:aa:50:3d:f0,2,2026-07-14 04:52:14,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1202B,Evolve M2
10:2b:aa:51:ea:fd,4,2026-07-14 04:52:09,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1101B,Evolve M2
10:2b:aa:50:8d:e8,6,2026-07-14 04:52:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1211B,Evolve M2
10:2b:aa:51:e9:74,3,2026-07-14 04:51:37,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1102A,Evolve M2
10:2b:aa:50:31:57,2,2026-07-14 04:51:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1812B,Evolve M2
10:2b:aa:50:3c:d0,8,2026-07-14 04:51:24,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1101A,Evolve M2
10:2b:aa:50:39:af,6,2026-07-14 04:51:17,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,601B,Evolve M2
10:2b:aa:50:3d:18,3,2026-07-14 04:51:17,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1205A,Evolve M2
10:2b:aa:50:32:d7,3,2026-07-14 04:51:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1402B,Evolve M2
10:2b:aa:50:3e:c2,6,2026-07-14 04:51:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1711A,Evolve M2
10:2b:aa:50:3c:3a,2,2026-07-14 04:50:54,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,609A,Evolve M2
10:2b:aa:50:39:97,3,2026-07-14 04:50:26,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1201A,Evolve M2
10:2b:aa:50:30:d9,2,2026-07-14 04:50:24,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1810A,Evolve M2
10:2b:aa:50:3c:97,2,2026-07-14 04:50:18,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,209A,Evolve M2
10:2b:aa:50:3c:af,13,2026-07-14 04:50:17,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,104B,Evolve M2
10:2b:aa:50:2f:f2,12,2026-07-14 04:50:08,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1610B,Evolve M2
10:2b:aa:50:36:10,4,2026-07-14 04:50:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,901A,Evolve M2
10:2b:aa:50:8e:b4,2,2026-07-14 04:49:54,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1706B,Evolve M2
10:2b:aa:50:3f:79,4,2026-07-14 04:49:43,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,511B,Evolve M2
10:2b:aa:50:37:90,4,2026-07-14 04:49:34,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1108B,Evolve M2
10:2b:aa:50:3a:27,3,2026-07-14 04:49:27,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,412A,Evolve M2
10:2b:aa:51:ea:e5,10,2026-07-14 04:49:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1501A,Evolve M2
10:2b:aa:50:30:31,2,2026-07-14 04:49:11,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1510A,Evolve M2
10:2b:aa:50:92:35,4,2026-07-14 04:48:50,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,704B,Evolve M2
10:2b:aa:50:2d:73,9,2026-07-14 04:48:19,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,611A,Evolve M2
10:2b:aa:50:33:58,2,2026-07-14 04:48:05,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,705A,Evolve M2
10:2b:aa:50:8d:b5,4,2026-07-14 04:47:54,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1211B,Evolve M2
10:2b:aa:50:32:b9,2,2026-07-14 04:47:44,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1408A,Evolve M2
10:2b:aa:50:2e:87,2,2026-07-14 04:47:41,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,708A,Evolve M2
10:2b:aa:50:3e:ce,7,2026-07-14 04:47:34,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,804A,Evolve M2
68:ab:a9:fc:98:d5,2,2026-07-14 04:47:25,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1709A,Evolve M2
10:2b:aa:50:32:da,3,2026-07-14 04:47:23,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,607A,Evolve M2
10:2b:aa:50:90:97,2,2026-07-14 04:47:12,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1708A,Evolve M2
10:2b:aa:50:32:b0,4,2026-07-14 04:47:06,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,702B,Evolve M2
10:2b:aa:50:30:d3,7,2026-07-14 04:47:03,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1403A,Evolve M2
10:2b:aa:50:3e:1d,2,2026-07-14 04:47:00,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1701B,Evolve M2
10:2b:aa:50:36:d0,9,2026-07-14 04:46:53,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1203B,Evolve M2
10:2b:aa:50:38:1d,3,2026-07-14 04:46:21,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,312A,Evolve M2
10:2b:aa:50:36:5b,4,2026-07-14 04:46:20,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,605B,Evolve M2
10:2b:aa:50:34:72,4,2026-07-14 04:45:47,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,303B,Evolve M2
10:2b:aa:50:33:e8,2,2026-07-14 04:45:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,611B,Evolve M2
10:2b:aa:50:35:d1,3,2026-07-14 04:45:46,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,711B,Evolve M2
10:2b:aa:50:8e:9c,2,2026-07-14 04:45:38,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1208B,Evolve M2
10:2b:aa:50:38:65,14,2026-07-14 04:45:30,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,311A,Evolve M2
10:2b:aa:50:04:00,2,2026-07-14 04:45:26,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,1209A,Evolve M2
10:2b:aa:50:3b:68,2,2026-07-14 04:45:13,NxAdYxekQZxahxWUdflx3oODft9AoCVH,MVM784 - The Berkley Las Vegas,808A,Evolve M2
