Device ID,RSSI (dBm),Timestamp (AST - America/Anguilla (UTC-04:00)),Site ID,Site Name,Room Number,Device Type
18:0c:7a:8a:aa:ef,-65.00,2025-10-03 10:55:47,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,128,Evolve M2
18:0c:7a:89:2c:91,-61.00,2025-10-03 10:55:22,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,414,Evolve M2
D4:3A:2E:36:0D:D2,-73.00,2025-10-03 10:55:21,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,301,Evolve S1
18:0c:7a:8a:aa:98,-66.00,2025-10-03 10:54:55,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,127,Evolve M2
18:0c:7a:89:2d:d2,-81.00,2025-10-03 10:54:20,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,420,Evolve M2
18:0c:7a:89:2e:20,-67.00,2025-10-03 10:53:56,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,426,Evolve M2
18:0c:7a:89:2a:ab,-71.00,2025-10-03 10:53:36,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,403@br,Evolve M2
18:0c:7a:8a:b2:1b,-80.00,2025-10-03 10:53:33,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,120,Evolve M2
18:0c:7a:89:01:38,-78.00,2025-10-03 10:53:21,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,216@lr,Evolve M2
18:0c:7a:89:3d:53,-71.00,2025-10-03 10:53:01,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,217,Evolve M2
D4:3A:2E:39:46:D7,-78.00,2025-10-03 10:52:35,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,112,Evolve S1
18:0c:7a:89:3d:6b,-66.00,2025-10-03 10:52:30,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,325,Evolve M2
18:0c:7a:89:3c:24,-80.00,2025-10-03 10:52:23,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,216@br,Evolve M2
18:0c:7a:8a:ab:46,-70.00,2025-10-03 10:52:23,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,227,Evolve M2
18:0c:7a:8a:ab:40,-75.00,2025-10-03 10:52:07,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,228,Evolve M2
18:0c:7a:8a:a9:c0,-64.00,2025-10-03 10:51:59,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,315,Evolve M2
18:0c:7a:8a:ab:7f,-66.00,2025-10-03 10:51:56,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,116@lr,Evolve M2
18:0c:7a:89:2a:99,-66.00,2025-10-03 10:51:48,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,221,Evolve M2
D4:3A:2E:39:47:93,-73.00,2025-10-03 10:51:47,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,117,Evolve S1
18:0c:7a:89:2c:97,-62.00,2025-10-03 10:51:30,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,412,Evolve M2
18:0c:7a:89:2a:5a,-74.00,2025-10-03 10:51:24,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,401@lr,Evolve M2
D4:3A:2E:36:10:02,-73.00,2025-10-03 10:51:15,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,316,Evolve S1
18:0c:7a:8a:a9:5a,-62.00,2025-10-03 10:51:07,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,308,Evolve M2
18:0c:7a:8a:b2:2d,-67.00,2025-10-03 10:51:06,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,121,Evolve M2
18:0c:7a:8a:ab:85,-65.00,2025-10-03 10:50:45,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,223@lr,Evolve M2
18:0c:7a:89:2b:56,-62.00,2025-10-03 10:50:22,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,302@br,Evolve M2
18:0c:7a:89:3d:0b,-80.00,2025-10-03 10:50:18,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,326,Evolve M2
18:0c:7a:89:19:53,-71.00,2025-10-03 10:50:12,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,132,Evolve M2
18:0c:7a:89:34:b0,-74.00,2025-10-03 10:50:07,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,219,Evolve M2
18:0c:7a:89:2a:48,-74.00,2025-10-03 10:50:07,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,211,Evolve M2
D4:3A:2E:36:10:3D,-77.00,2025-10-03 10:50:00,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,403,Evolve S1
18:0c:7a:89:3d:56,-66.00,2025-10-03 10:49:59,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,218@lr,Evolve M2
18:0c:7a:89:18:b1,-72.00,2025-10-03 10:49:59,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,323@br,Evolve M2
18:0c:7a:89:2d:93,-65.00,2025-10-03 10:49:46,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,423@br,Evolve M2
18:0c:7a:89:2e:0e,-62.00,2025-10-03 10:49:43,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,425,Evolve M2
18:0c:7a:8a:ab:5b,-66.00,2025-10-03 10:49:42,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,228@br,Evolve M2
18:0c:7a:8a:a9:b1,-62.00,2025-10-03 10:49:17,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,313,Evolve M2
18:0c:7a:89:01:41,-81.00,2025-10-03 10:49:05,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,EVOLVE,Evolve M2
D4:3A:2E:39:46:D9,-75.00,2025-10-03 10:47:56,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,114,Evolve S1
18:0c:7a:8a:a9:81,-64.00,2025-10-03 10:47:43,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,311,Evolve M2
18:0c:7a:8a:aa:c2,-85.00,2025-10-03 10:47:11,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,226,Evolve M2
18:0c:7a:89:29:1c,-68.00,2025-10-03 10:46:52,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,213,Evolve M2
18:0c:7a:8a:a9:c3,-71.00,2025-10-03 10:46:33,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,310,Evolve M2
18:0c:7a:8a:b0:71,-73.00,2025-10-03 10:46:28,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,230,Evolve M2
D4:3A:2E:39:46:CB,-71.00,2025-10-03 10:46:01,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,120,Evolve S1
D4:3A:2E:39:46:C2,-66.00,2025-10-03 10:45:46,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,118,Evolve S1
D4:3A:2E:39:46:CE,-62.00,2025-10-03 10:45:40,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,119,Evolve S1
D4:3A:2E:36:0D:C8,-75.00,2025-10-03 10:45:18,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,303,Evolve S1
18:0c:7a:89:3c:75,-64.00,2025-10-03 10:45:14,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,321,Evolve M2
D4:3A:2E:36:10:46,-73.00,2025-10-03 10:45:12,s3Y8nZbefeI463AwGle9ylaVv53PFdBz,MVM702 - Comfort Inn Sarasota FL,131,Evolve S1
