mac,room,ip,stb_id,mac_is_randomized
10:2b:aa:50:91:31,1510B@B,192.168.201.173,2229,False
10:2b:aa:50:2d:74,611A@B,192.168.201.116,2231,False
10:2b:aa:50:39:74,601A@L,192.168.202.106,2233,False
96:ee:e7:65:4a:78,712B,192.168.202.96,2234,True
c6:ba:1c:45:a0:57,902B,192.168.200.99,2235,True
10:2b:aa:50:33:8c,608A@B,192.168.202.19,2239,False
10:2b:aa:51:e0:d5,507A,192.168.201.224,2241,False
10:2b:aa:50:3e:5d,1211A@B,192.168.203.76,2243,False
10:2b:aa:50:33:50,607A@L,192.168.202.56,2245,False
0e:ff:66:a1:b9:26,304A,192.168.202.1,2246,True
1e:95:72:76:f6:5d,1809A,192.168.203.155,2247,True
10:2b:aa:50:30:b0,803A@B,192.168.202.29,2248,False
be:49:79:7b:ea:c8,804B,192.168.202.28,2250,True
10:2b:aa:51:e9:75,1102A@B,192.168.203.253,2251,False
10:2b:aa:50:2f:99,406A@B,192.168.203.65,2253,False
10:2b:aa:50:90:59,502B@B,192.168.203.55,2254,False
10:2b:aa:50:8f:b1,1407B@B,192.168.203.60,2256,False
10:2b:aa:50:90:ad,1104B@B,192.168.203.115,2257,False
10:2b:aa:50:31:94,212A@L,192.168.203.135,2258,False
10:2b:aa:50:3b:ed,103B@L,192.168.203.206,2259,False
10:2b:aa:50:3c:95,104B@L,192.168.202.148,2263,False
12:45:e4:c2:c8:c3,907B,192.168.203.153,2264,True
10:2b:aa:50:33:c2,908B@L,192.168.202.167,2266,False
f2:cb:1c:02:99:37,1808B,192.168.200.62,2268,True
b2:9d:3e:98:18:c0,1408A,192.168.201.232,2269,True
10:2b:aa:50:31:46,1408B@B,192.168.202.239,2270,False
46:57:d0:da:3d:8b,610B,192.168.201.83,2271,True
10:2b:aa:50:3d:fd,1712A@L,192.168.201.145,2274,False
10:2b:aa:50:34:49,207A@L,192.168.203.168,2278,False
10:2b:aa:50:31:9d,1510A@L,192.168.201.152,2279,False
10:2b:aa:50:37:ee,307B@L,192.168.202.23,2280,False
9e:cd:b6:a8:b6:ef,1508B,192.168.201.254,2284,True
10:2b:aa:50:04:01,1209A@B,192.168.202.174,2285,False
12:93:82:36:bd:59,710B,192.168.201.242,2286,True
10:2b:aa:50:91:e8,1708A@B,192.168.203.154,2290,False
10:2b:aa:50:35:33,901B@B,192.168.201.70,2292,False
10:2b:aa:50:8f:8d,504A@L,192.168.200.134,2293,False
96:d6:cd:be:3c:c7,1005B,192.168.202.53,2294,True
10:2b:aa:50:3d:af,211B@L,192.168.202.192,2295,False
10:2b:aa:50:8f:21,911B,192.168.203.215,2296,False
10:2b:aa:50:31:61,1405A@L,192.168.203.205,2298,False
36:b9:34:26:eb:56,1107A,192.168.202.48,2299,True
ae:4f:82:9d:7b:4b,209B,192.168.202.105,2300,True
10:2b:aa:50:3b:60,403B@B,192.168.203.141,2307,False
10:2b:aa:50:38:ea,510A@B,192.168.203.192,2308,False
10:2b:aa:50:2e:49,1011A@B,192.168.203.161,2309,False
10:2b:aa:50:8e:13,803A@L,192.168.203.36,2310,False
10:2b:aa:50:35:63,1604B@B,192.168.203.246,2311,False
42:11:23:59:85:1c,1502A,192.168.203.133,2312,True
10:2b:aa:50:3a:fa,306A@L,192.168.203.236,2314,False
10:2b:aa:50:36:74,912B@B,192.168.203.189,2315,False
10:2b:aa:50:3f:b3,310B@L,192.168.201.84,2316,False
10:2b:aa:50:33:4a,1506B@B,192.168.202.178,2317,False
b6:ab:90:ca:74:63,410B,192.168.202.154,2319,True
10:2b:aa:50:92:99,906A@B,192.168.200.16,2320,False
10:2b:aa:50:32:bd,1807A@B,192.168.203.200,2323,False
b6:62:ff:c7:f6:5e,812B,192.168.202.64,2325,True
10:2b:aa:50:2d:e3,605A@B,192.168.202.157,2328,False
d2:b1:da:7e:71:53,1707B,192.168.203.58,2329,True
10:2b:aa:50:3c:35,1002B@B,192.168.200.120,2332,False
68:ab:a9:fc:92:c0,1811B@L,192.168.201.180,2334,False
10:2b:aa:50:35:8a,1209B@L,192.168.202.13,2335,False
10:2b:aa:50:90:aa,911A@B,192.168.202.194,2337,False
10:2b:aa:50:33:d4,608B@B,192.168.202.249,2342,False
fa:ba:fb:ce:2d:70,101B,192.168.203.14,2343,True
10:2b:aa:50:3b:42,509B@L,192.168.202.46,2349,False
10:2b:aa:50:04:d3,1710B@L,192.168.202.206,2351,False
10:2b:aa:50:30:e6,1707A,192.168.203.211,2352,False
10:2b:aa:50:3b:0c,301A@B,192.168.201.108,2358,False
10:2b:aa:50:37:5b,810A@B,192.168.203.19,2361,False
46:da:0d:ed:b0:d5,311B,192.168.202.33,2365,True
1a:0b:36:98:ca:4c,1509A,192.168.202.41,2367,True
10:2b:aa:50:35:1e,408B@B,192.168.203.162,2368,False
68:ab:a9:f8:52:d6,1809A@B,192.168.203.83,2369,False
10:2b:aa:50:31:4c,1206B,192.168.203.50,2371,False
10:2b:aa:50:34:79,201B@B,192.168.202.39,2374,False
0a:aa:20:6d:99:2e,909B,192.168.203.140,2377,True
10:2b:aa:50:91:34,1512B@B,192.168.203.163,2379,False
3e:7c:fc:9b:b9:98,1009B,192.168.201.216,2384,True
ba:19:ef:c5:65:97,801S,192.168.203.46,2386,True
10:2b:aa:50:92:2d,1609A@B,192.168.203.34,2387,False
10:2b:aa:50:91:16,1005B@L,192.168.202.45,2388,False
10:2b:aa:51:ea:59,1012A@B,192.168.203.198,2389,False
fe:a2:28:a2:07:84,1612B,192.168.202.111,2390,True
10:2b:aa:50:3d:4f,606B@B,192.168.201.107,2391,False
e6:30:4a:0e:47:17,1711B,192.168.202.205,2392,True
10:2b:aa:50:38:2d,805A@L,192.168.203.53,2393,False
5a:87:ee:83:59:97,812A,192.168.203.210,2394,True
fa:35:9e:b2:5f:42,801B,192.168.201.217,2396,True
10:2b:aa:50:31:d3,703B@L,192.168.201.93,2400,False
10:2b:aa:50:2e:55,1112A@B,192.168.202.52,2402,False
10:2b:aa:50:33:83,1602A@B,192.168.201.96,2406,False
4e:6e:9b:8d:2d:c4,905B,192.168.202.147,2407,True
10:2b:aa:50:31:58,1812B@B,192.168.202.47,2410,False
10:2b:aa:50:2e:1f,1609B@B,192.168.202.15,2413,False
ea:11:ca:48:38:fc,211A,192.168.203.188,2415,True
7a:c6:53:7f:90:bd,1404A,192.168.202.74,2416,True
10:2b:aa:50:2f:f0,712A@B,192.168.203.111,2417,False
10:2b:aa:50:30:fb,1411B@L,192.168.203.43,2419,False
10:2b:aa:50:91:b2,1605B@B,192.168.203.87,2421,False
82:10:e9:8b:8e:7f,607B,192.168.202.228,2425,True
62:48:ea:49:8d:37,302B,192.168.203.42,2428,True
10:2b:aa:50:32:72,805B@L,192.168.203.241,2429,False
32:82:e7:7a:96:be,1703B,192.168.201.211,2432,True
6e:49:0b:cb:54:df,1707B,192.168.201.195,2435,True
10:2b:aa:50:30:7d,1404B@B,192.168.203.214,2437,False
66:80:59:60:8e:0d,1610A,192.168.202.109,2439,True
10:2b:aa:50:04:0d,1108A@L,192.168.203.51,2441,False
10:2b:aa:50:3b:33,1204B@L,192.168.203.119,2444,False
10:2b:aa:50:33:2c,802A@B,192.168.201.20,2447,False
10:2b:aa:50:34:73,303B@L,192.168.200.173,2448,False
10:2b:aa:50:2f:f3,1610B@B,192.168.203.18,2449,False
b2:fe:d2:45:28:96,1410A,192.168.202.101,2450,True
10:2b:aa:50:3c:3b,609A@L,192.168.203.233,2451,False
10:2b:aa:50:36:fe,1501B@L,192.168.203.66,2452,False
7a:c3:2c:b9:90:2b,909A,192.168.203.238,2453,True
7a:0d:7a:a7:19:f8,606,192.168.201.196,2454,True
f6:5f:b5:28:34:97,1709B,192.168.201.222,2455,True
10:2b:aa:50:04:79,1507B@L,192.168.202.231,2456,False
68:ab:a9:fb:06:e9,1812A,192.168.200.228,2460,False
10:2b:aa:50:3c:e9,202B@L,192.168.203.184,2461,False
10:2b:aa:50:3e:e1,1711B,192.168.202.212,2464,False
c2:3a:62:2a:9b:52,302B,192.168.202.187,2471,True
10:2b:aa:50:2e:b2,712A@L,192.168.203.89,2475,False
10:2b:aa:50:34:1f,202A@B,192.168.203.171,2478,False
10:2b:aa:50:2e:7c,1612B@L,192.168.202.40,2483,False
f6:a1:9e:70:d1:8c,1610B,192.168.202.137,2484,True
10:2b:aa:50:38:6f,306B@B,192.168.202.190,2485,False
ca:73:bb:fd:2f:7e,206B,192.168.202.225,2487,True
10:2b:aa:50:3f:17,310A@B,192.168.203.70,2491,False
10:2b:aa:50:91:88,1504A@L,192.168.203.130,2492,False
10:2b:aa:50:3d:a0,104A@B,192.168.203.118,2493,False
b2:35:cd:99:d3:04,1810A,192.168.203.134,2494,True
10:2b:aa:50:90:0e,501A@B,192.168.200.174,2496,False
26:02:1e:10:94:c0,802B,192.168.203.28,2498,True
10:2b:aa:50:8f:f3,1407B@L,192.168.202.115,2499,False
10:2b:aa:50:33:fe,204B@B,192.168.202.183,2501,False
10:2b:aa:51:ea:c5,710B@L,192.168.202.103,2503,False
10:2b:aa:51:e8:1c,512B,192.168.203.220,2504,False
10:2b:aa:50:91:85,906A@L,192.168.202.179,2506,False
10:2b:aa:51:e9:b1,501B@B,192.168.203.49,2507,False
76:e9:64:67:74:93,1601A,192.168.202.133,2509,True
10:2b:aa:50:33:ad,203A@L,192.168.200.130,2510,False
10:2b:aa:50:30:23,1406B@B,192.168.203.216,2513,False
10:2b:aa:50:33:d1,1109B@L,192.168.202.135,2515,False
10:2b:aa:50:3b:f6,907A@B,192.168.202.173,2516,False
10:2b:aa:50:34:04,1006B@B,192.168.201.223,2517,False
10:2b:aa:50:04:31,1006A@L,192.168.202.202,2521,False
10:2b:aa:50:90:bf,1004B,192.168.203.152,2523,False
10:2b:aa:50:3a:79,1007B@L,192.168.203.251,2528,False
10:2b:aa:50:04:22,1502A@L,192.168.201.99,2530,False
10:2b:aa:50:92:d8,1606A@B,192.168.203.4,2536,False
10:2b:aa:50:33:9b,211B@B,192.168.201.146,2537,False
10:2b:aa:50:32:6f,809B@L,192.168.203.139,2538,False
76:e0:18:fc:29:d1,703B,192.168.201.178,2540,True
10:2b:aa:50:37:43,804B@L,192.168.202.6,2541,False
a6:5d:08:54:8d:b1,1606B,192.168.202.7,2542,True
10:2b:aa:50:38:de,508A@B,192.168.203.179,2546,False
10:2b:aa:50:35:a2,1608A@L,192.168.202.214,2547,False
10:2b:aa:50:33:53,912A@B,192.168.200.76,2548,False
96:26:02:4a:86:39,1701B,192.168.201.189,2549,True
10:2b:aa:50:30:7a,706A@B,192.168.202.35,2552,False
10:2b:aa:51:e0:99,505B@B,192.168.201.245,2554,False
a6:90:3e:b0:12:89,411A,192.168.201.161,2555,True
10:2b:aa:50:3f:3b,309B@B,192.168.203.33,2559,False
10:2b:aa:50:38:00,308A@B,192.168.201.144,2560,False
10:2b:aa:50:33:e3,910A@B,192.168.201.154,2562,False
10:2b:aa:50:37:af,1105B@L,192.168.200.208,2563,False
52:05:41:78:1d:4e,1503B,192.168.203.93,2565,True
10:2b:aa:50:2c:18,609A@B,192.168.203.186,2566,False
10:2b:aa:50:32:cf,1111A@B,192.168.203.170,2567,False
72:f9:69:17:a1:12,1210B,192.168.201.186,2568,True
62:36:00:78:08:c6,1709B,192.168.202.175,2577,True
10:2b:aa:50:34:4c,302B@L,192.168.203.80,2580,False
8e:d3:d4:0b:d2:3d,1811B,192.168.202.86,2582,True
10:2b:aa:50:3c:56,212A@B,192.168.203.123,2585,False
10:2b:aa:50:32:81,902A@L,192.168.202.102,2589,False
36:51:3b:30:1c:f1,807A,192.168.202.61,2590,True
e2:91:2b:da:47:a3,610B,192.168.201.179,2591,True
10:2b:aa:50:31:e2,303A@L,192.168.201.30,2592,False
be:87:d2:42:78:8a,1605A,192.168.201.54,2593,True
10:2b:aa:50:3f:05,310A@L,192.168.203.78,2594,False
10:2b:aa:50:92:36,704B@B,192.168.200.21,2596,False
10:2b:aa:51:e6:06,1505A@L,192.168.202.94,2597,False
aa:d6:ad:a1:f8:07,808B,192.168.202.151,2599,True
10:2b:aa:50:8f:51,701S@L,192.168.202.20,2600,False
10:2b:aa:50:3f:da,304A@L,192.168.202.16,2601,False
10:2b:aa:50:8d:e0,1709B@B,192.168.201.2,2603,False
66:50:b0:4d:63:3d,604A,192.168.202.112,2604,True
aa:ba:27:56:7e:cb,904B,192.168.202.186,2611,True
10:2b:aa:51:e9:18,511A@B,192.168.203.226,2612,False
10:2b:aa:50:2b:b8,1405@B,192.168.202.242,2613,False
10:2b:aa:50:3c:20,208B@B,192.168.202.80,2614,False
10:2b:aa:50:38:f0,401S@B,192.168.202.0,2615,False
10:2b:aa:51:e1:1d,504B@L,192.168.203.121,2616,False
10:2b:aa:50:2f:93,1603B@L,192.168.201.228,2617,False
16:c0:fc:25:be:26,707B,192.168.201.250,2618,True
10:2b:aa:51:ea:e6,1501A@B,192.168.203.127,2619,False
62:bf:b1:35:b1:ca,606B,192.168.201.204,2621,True
10:2b:aa:50:8c:ea,411B@B,192.168.201.157,2624,False
10:2b:aa:50:37:5e,1706B@L,192.168.202.22,2625,False
10:2b:aa:50:32:ff,1602A@L,192.168.202.208,2627,False
10:2b:aa:51:e7:bf,1501A@L,192.168.203.112,2628,False
fe:e7:25:9f:68:b3,1610A,192.168.202.65,2631,True
10:2b:aa:50:2e:f7,904A,192.168.202.191,2632,False
10:2b:aa:50:3f:47,309A@L,192.168.201.86,2634,False
10:2b:aa:50:33:0b,1807B@L,192.168.203.204,2635,False
10:2b:aa:50:2f:36,806A@L,192.168.203.203,2636,False
10:2b:aa:50:33:0e,809B@B,192.168.202.177,2638,False
10:2b:aa:50:3d:97,212B@B,192.168.203.29,2639,False
10:2b:aa:50:3d:dc,101B@B,192.168.202.72,2641,False
10:2b:aa:50:36:f8,1701A@B,192.168.201.153,2642,False
10:2b:aa:50:32:8a,412B@L,192.168.203.82,2643,False
10:2b:aa:50:90:b9,1502B@B,192.168.203.191,2644,False
10:2b:aa:50:3c:a1,203B@B,192.168.201.132,2647,False
10:2b:aa:50:35:3c,909A@L,192.168.201.139,2653,False
10:2b:aa:50:8d:a1,404A@B,192.168.203.106,2656,False
10:2b:aa:50:3d:ac,101A@B,192.168.203.208,2657,False
10:2b:aa:50:04:70,708B@L,192.168.202.143,2659,False
10:2b:aa:50:3c:08,609B@L,192.168.203.209,2660,False
10:2b:aa:50:33:23,806A@B,192.168.201.127,2661,False
9e:87:13:87:46:3b,1810B,192.168.201.233,2665,True
10:2b:aa:50:3f:32,309B@L,192.168.201.104,2666,False
ee:2c:3a:25:64:ed,407A,192.168.202.63,2668,True
10:2b:aa:50:33:8f,1602B@B,192.168.202.136,2670,False
10:2b:aa:50:8e:2b,1706A@L,192.168.203.41,2674,False
10:2b:aa:50:3d:79,206B@B,192.168.203.73,2676,False
10:2b:aa:50:2e:6a,711A@B,192.168.203.21,2678,False
10:2b:aa:51:e0:36,705A@L,192.168.202.85,2686,False
10:2b:aa:50:3c:62,210B@B,192.168.203.1,2688,False
10:2b:aa:50:90:ef,1004B,192.168.203.156,2690,False
0a:9a:5a:f4:cd:f2,301A,192.168.203.84,2692,True
02:51:aa:68:65:6f,1408B,192.168.203.0,2693,True
22:7a:ca:be:c7:1f,1510A,192.168.202.141,2694,True
10:2b:aa:50:34:9a,1004A@B,192.168.201.59,2696,False
10:2b:aa:50:33:3b,1409A@L,192.168.202.10,2697,False
68:ab:a9:fc:d1:a8,1811A@L,192.168.202.204,2701,False
f2:f8:75:35:6f:06,503A,192.168.201.209,2702,True
10:2b:aa:50:31:be,1009B@L,192.168.203.240,2705,False
10:2b:aa:50:3f:a1,312B@B,192.168.201.122,2707,False
10:2b:aa:50:3a:3a,612A@L,192.168.201.89,2713,False
16:23:00:d0:d5:ed,903A,192.168.201.37,2714,True
f6:cd:30:97:dc:a9,809B,192.168.202.237,2716,True
2e:c1:b7:4b:56:84,904A,192.168.201.191,2717,True
10:2b:aa:50:3e:1b,1710A@L,192.168.203.194,2719,False
10:2b:aa:51:e8:e5,507B@B,192.168.203.6,2724,False
56:8b:c3:40:5d:af,711B,192.168.202.229,2725,True
10:2b:aa:50:8e:a6,1807A@L,192.168.202.2,2727,False
36:6c:66:e5:4c:75,807B,192.168.203.45,2728,True
10:2b:aa:50:2d:cb,805A@B,192.168.201.117,2730,False
0e:8a:8a:22:b9:fa,1112A,192.168.201.212,2731,True
10:2b:aa:50:8e:0a,1409B@L,192.168.203.254,2733,False
10:2b:aa:50:37:28,1812A@B,192.168.203.113,2734,False
10:2b:aa:51:ea:74,505A@L,192.168.202.78,2735,False
10:2b:aa:50:31:dc,606A@B,192.168.202.98,2737,False
10:2b:aa:50:3c:c2,1503A@L,192.168.203.102,2745,False
5e:7e:26:ac:1b:da,604B,192.168.202.11,2746,True
4e:e0:5a:8d:85:d3,1210A,192.168.202.91,2747,True
10:2b:aa:50:92:48,1610B@L,192.168.201.141,2748,False
da:d9:db:f8:d9:7e,1812B,192.168.202.82,2749,True
ea:f7:14:ea:bb:b6,605A,192.168.203.122,2750,True
10:2b:aa:50:33:11,1412A@B,192.168.202.127,2751,False
10:2b:aa:50:2f:0f,1106A@B,192.168.203.217,2755,False
10:2b:aa:50:37:10,706B@B,192.168.202.5,2756,False
10:2b:aa:51:e7:95,1102A@L,192.168.202.75,2757,False
ba:24:bb:70:48:00,1810A,192.168.202.95,2760,True
fe:16:cd:e5:1b:4e,401A,192.168.202.244,2767,True
10:2b:aa:50:2c:8a,610A@L,192.168.200.243,2768,False
10:2b:aa:50:34:a0,409B@L,192.168.201.80,2770,False
c2:05:de:a6:48:3d,903B,192.168.201.220,2772,True
d2:d8:cc:ab:2d:fa,709A,192.168.202.146,2774,True
72:94:ee:1b:6d:dd,604B,192.168.201.229,2777,True
10:2b:aa:50:3e:c0,1711B@L,192.168.200.43,2778,False
10:2b:aa:50:91:f7,GYM@1,192.168.203.95,2782,False
10:2b:aa:51:e8:ee,1410A@B,192.168.203.132,2783,False
10:2b:aa:50:32:90,1807B@B,192.168.202.221,2785,False
10:2b:aa:50:8f:2a,901S@B,192.168.203.239,2786,False
10:2b:aa:50:39:56,704B@L,192.168.201.78,2788,False
10:2b:aa:50:39:e3,706B@L,192.168.201.76,2790,False
10:2b:aa:50:30:44,1010A@L,192.168.203.158,2793,False
10:2b:aa:50:90:62,1505B@L,192.168.203.193,2794,False
10:2b:aa:50:37:e2,904B@B,192.168.203.151,2798,False
10:2b:aa:50:34:bb,1009A@B,192.168.202.107,2799,False
ba:d6:e4:53:df:a5,1403B,192.168.202.49,2800,True
10:2b:aa:50:2d:dd,1206A@L,192.168.202.131,2803,False
10:2b:aa:50:37:bb,910B@B,192.168.201.133,2804,False
10:2b:aa:50:2e:e5,1106B@L,192.168.203.229,2805,False
10:2b:aa:50:2d:3b,1104A@B,192.168.200.194,2806,False
02:47:4d:84:ba:ff,1401A,192.168.203.12,2808,True
10:2b:aa:50:90:08,501B@L,192.168.203.222,2811,False
ee:11:c6:43:ce:76,508A,192.168.203.62,2813,True
10:2b:aa:50:35:5d,1808A@L,192.168.203.86,2814,False
10:2b:aa:50:90:44,1603A@B,192.168.202.124,2815,False
10:2b:aa:50:04:46,1107B@B,192.168.203.131,2816,False
10:2b:aa:50:34:7f,901B@L,192.168.202.161,2817,False
10:2b:aa:50:3c:38,202B@B,192.168.200.37,2819,False
5e:b0:92:1d:2d:fa,1712B,192.168.201.188,2820,True
10:2b:aa:50:8e:9d,1208B@L,192.168.201.176,2821,False
10:2b:aa:50:2e:5e,1206B@L,192.168.202.83,2824,False
10:2b:aa:50:2e:4c,410A@L,192.168.203.167,2826,False
10:2b:aa:50:35:cf,709B@B,192.168.203.219,2827,False
10:2b:aa:50:3e:ba,308B@B,192.168.203.92,2828,False
10:2b:aa:50:2c:75,510B@L,192.168.200.225,2829,False
12:a5:dc:51:ce:4b,603B,192.168.201.215,2830,True
10:2b:aa:50:32:2d,1203B@L,192.168.203.164,2831,False
10:2b:aa:50:37:c4,812A@B,192.168.203.25,2832,False
6a:12:07:29:df:2a,402B,192.168.202.172,2835,True
10:2b:aa:50:90:cb,1511B@L,192.168.201.210,2838,False
10:2b:aa:50:8d:65,402A@B,192.168.200.151,2840,False
10:2b:aa:50:03:f5,811B,192.168.202.238,2842,False
3e:35:2c:51:93:44,1507B,192.168.201.237,2843,True
10:2b:aa:50:3f:95,311B@B,192.168.203.75,2844,False
10:2b:aa:50:39:05,401A,192.168.203.59,2845,False
10:2b:aa:50:32:c6,805B@B,192.168.203.148,2846,False
10:2b:aa:50:3f:e9,301B@L,192.168.203.197,2847,False
4a:4b:55:04:22:74,612B,192.168.202.209,2854,True
10:2b:aa:50:33:a7,609B@B,192.168.203.166,2855,False
12:0f:69:5b:2a:42,1008B,192.168.202.210,2857,True
0a:85:52:b2:12:db,503B,192.168.201.198,2861,True
86:5d:13:ee:a4:7b,803B,192.168.203.47,2862,True
42:f5:96:dc:59:96,1505A,192.168.202.59,2863,True
9a:0f:5f:8c:9e:80,101AB,192.168.203.117,2864,True
5e:01:99:3a:a5:ad,802B,192.168.201.201,2865,True
ce:40:2a:f8:9c:4a,1709A,192.168.202.198,2869,True
32:a0:63:f9:8d:38,611B,192.168.202.69,2870,True
10:2b:aa:50:31:e8,305B,192.168.202.188,2871,False
10:2b:aa:50:3c:74,207A@B,192.168.202.184,2876,False
10:2b:aa:50:3e:06,1202B@L,192.168.202.58,2879,False
10:2b:aa:50:3f:5f,401A@L,192.168.201.156,2880,False
56:77:b7:3e:3c:39,1501A,192.168.202.168,2882,True
10:2b:aa:50:37:37,701B@L,192.168.201.183,2884,False
2e:8c:06:14:33:10,1008B,192.168.203.116,2892,True
10:2b:aa:50:32:fc,1402A@L,192.168.201.155,2899,False
10:2b:aa:50:90:23,503B,192.168.201.91,2901,False
10:2b:aa:50:90:2f,501A@L,192.168.202.99,2903,False
10:2b:aa:50:39:0e,302A@L,192.168.201.105,2904,False
10:2b:aa:50:04:bb,410B@B,192.168.203.235,2908,False
10:2b:aa:50:3c:d1,1101A@B,192.168.203.17,2911,False
10:2b:aa:50:8e:79,903A@L,192.168.202.14,2913,False
d2:d1:fb:9b:5e:e6,1509B@L,192.168.202.226,2914,True
3a:51:0d:8e:44:64,1401A,192.168.202.34,2915,True
9e:20:39:29:66:de,1207B,192.168.201.225,2917,True
10:2b:aa:50:8d:2c,1401B@B,192.168.202.207,2918,False
10:2b:aa:50:35:57,1706A@B,192.168.201.79,2919,False
10:2b:aa:50:30:f5,1509B,192.168.203.247,2920,False
10:2b:aa:50:3e:3c,1705B@L,192.168.202.129,2921,False
10:2b:aa:51:ea:7d,507A@L,192.168.203.231,2924,False
10:2b:aa:50:37:82,810B@L,192.168.203.218,2925,False
b6:c7:96:d7:50:a0,1108B,192.168.203.125,2926,True
9a:23:52:e7:03:b6,702B,192.168.203.250,2927,True
10:2b:aa:50:30:e9,1006B@L,192.168.203.159,2929,False
10:2b:aa:50:2f:b7,1609B@L,192.168.202.224,2931,False
32:63:50:36:44:7a,1603B,192.168.203.185,2933,True
10:2b:aa:50:35:75,401B@L,192.168.203.160,2934,False
d6:31:4e:0b:a7:7b,909A,192.168.202.240,2935,True
10:2b:aa:50:8c:ed,412A@B,192.168.201.137,2939,False
10:2b:aa:51:e8:c7,506B@B,192.168.201.142,2941,False
10:2b:aa:51:ea:3e,1502B@L,192.168.201.121,2943,False
10:2b:aa:50:8e:5b,801B@L,192.168.201.55,2944,False
f2:85:7a:59:fb:20,507A,192.168.202.21,2950,True
10:2b:aa:50:33:fb,611B@L,192.168.201.71,2955,False
10:2b:aa:50:36:5c,605B@B,192.168.201.113,2956,False
