mac,room,ip,stb_id,mac_is_randomized
10:2b:aa:51:61:84,51406B,172.20.218.245,338844,False
10:2b:aa:51:52:3f,51204A,172.20.219.66,338848,False
10:2b:aa:51:fb:6f,2805A,172.20.196.3,338849,False
64:18:df:73:e3:18,5910B,172.20.200.231,338850,False
10:2b:aa:51:5a:2b,9709A,172.20.204.64,338851,False
10:2b:aa:51:f8:12,1104B@B,172.20.207.21,338853,False
10:2b:aa:51:fc:6b,2905A,172.20.205.198,338855,False
10:2b:aa:51:fb:5d,2806A,172.20.223.229,338856,False
64:18:df:73:d3:47,61405A,172.20.194.65,338857,False
68:ab:a9:fe:d1:cb,51408A,172.20.219.7,338859,False
10:2b:aa:51:4a:44,5502B,172.20.220.237,338860,False
68:ab:a9:fe:b7:c6,41203A,172.20.205.177,338861,False
10:2b:aa:51:ff:53,81002B,172.20.203.159,338866,False
68:ab:a9:fe:3d:50,81203A,172.20.202.49,338867,False
68:ab:a9:fe:df:c0,2904A,172.20.222.221,338868,False
10:2b:aa:51:6b:ef,6505A,172.20.215.70,338870,False
68:ab:a9:fe:a4:a8,9203B,172.20.223.77,338871,False
10:2b:aa:51:4f:c3,5803B,172.20.194.68,338872,False
64:18:df:74:19:d4,41609A,172.20.194.176,338873,False
68:ab:a9:fe:e3:13,42103A,172.20.221.235,338874,False
64:18:df:74:64:cf,62107A,172.20.213.30,338875,False
10:2b:aa:51:fc:2c,2905A,172.20.198.159,338876,False
10:2b:aa:51:fd:b5,3306B,172.20.199.166,338877,False
16:28:51:a3:1b:2d,21204A,172.20.213.241,338879,True
10:2b:aa:51:58:b4,3310B,172.20.192.157,338880,False
10:2b:aa:51:fb:48,9503B,172.20.199.77,338882,False
64:18:df:73:ca:d2,4206B,172.20.208.100,338883,False
68:ab:a9:fb:d2:b3,2305B,172.20.196.203,338884,False
64:18:df:74:5d:93,51902B,172.20.217.153,338885,False
10:2b:aa:51:60:f7,5201A,172.20.221.250,338887,False
68:ab:a9:fe:a3:40,6601A,172.20.213.213,338889,False
68:ab:a9:f8:07:16,2502A,172.20.206.165,338890,False
64:18:df:74:0f:18,51806A,172.20.217.245,338891,False
68:ab:a9:fc:27:44,3602A,172.20.209.251,338893,False
68:ab:a9:f7:f8:17,1501A@B,172.20.211.80,338894,False
68:ab:a9:fe:df:5f,6808A,172.20.211.5,338895,False
10:2b:aa:51:64:36,6505A,172.20.215.69,338896,False
68:ab:a9:fb:cd:48,2206B,172.20.198.178,338897,False
10:2b:aa:50:94:04,9201A,172.20.204.80,338899,False
fa:e2:8c:99:51:df,91102A,172.20.214.227,338900,True
64:18:df:74:17:db,6205A,172.20.215.242,338901,False
10:2b:aa:52:68:d7,4601A,172.20.210.102,338902,False
10:2b:aa:51:52:96,51001B,172.20.219.196,338904,False
10:2b:aa:50:93:e6,9201B,172.20.222.137,338905,False
10:2b:aa:51:64:63,6502B,172.20.215.96,338906,False
10:2b:aa:51:60:37,61110A,172.20.214.104,338911,False
68:ab:a9:f8:c2:4a,9402B,172.20.201.173,338912,False
10:2b:aa:51:fd:04,21107B,172.20.201.102,338914,False
10:2b:aa:51:52:90,51006B,172.20.218.162,338915,False
68:ab:a9:fe:cd:7d,41406B,172.20.205.154,338916,False
10:2b:aa:51:fe:30,2906A,172.20.198.16,338917,False
68:ab:a9:fc:8e:5f,1502A,172.20.222.252,338918,False
68:ab:a9:fe:e6:aa,41009B,172.20.206.205,338920,False
68:ab:a9:fe:96:03,8906A,172.20.203.250,338921,False
10:2b:aa:51:60:2e,4804B,172.20.209.70,338924,False
68:ab:a9:fe:1c:61,9609B,172.20.194.227,338925,False
10:2b:aa:51:56:77,61804B,172.20.216.46,338927,False
68:ab:a9:fe:e1:cf,41208B,172.20.195.119,338930,False
10:2b:aa:52:65:c2,11105B,172.20.223.212,338931,False
64:18:df:74:3d:4f,51809B,172.20.218.18,338932,False
10:2b:aa:52:65:38,2604A,172.20.197.164,338934,False
68:ab:a9:fc:4a:11,2502B,172.20.205.222,338935,False
68:ab:a9:fe:79:c5,41002A,172.20.206.151,338936,False
10:2b:aa:51:5a:a6,51407A,172.20.219.1,338937,False
e6:4a:bb:ba:f6:c2,3103B,172.20.216.135,338940,True
68:ab:a9:f8:a2:eb,9507A,172.20.218.208,338942,False
68:ab:a9:fc:27:c4,31005A,172.20.193.147,338943,False
10:2b:aa:51:51:6d,6109B,172.20.222.194,338944,False
64:18:df:74:21:50,62104B,172.20.203.243,338945,False
68:ab:a9:f8:cc:d5,2702A,172.20.219.28,338946,False
02:e9:1c:15:43:d3,3801B,172.20.214.122,338947,True
64:18:df:73:d1:7d,61504B,172.20.193.11,338948,False
10:2b:aa:51:6b:fe,4808B,172.20.209.100,338949,False
68:ab:a9:fe:9a:e3,8305A,172.20.201.195,338950,False
e6:19:2d:96:8b:7f,41506A,172.20.199.84,338951,True
10:2b:aa:51:52:5d,51108A,172.20.193.252,338954,False
10:2b:aa:51:60:55,6509A,172.20.192.130,338955,False
10:2b:aa:51:63:e2,3706A,172.20.194.164,338956,False
5e:41:0e:0e:5e:5e,31209B,172.20.214.41,338957,True
10:2b:aa:51:4e:dc,61704A,172.20.212.113,338958,False
64:18:df:74:00:77,51802B,172.20.211.252,338961,False
68:ab:a9:fc:1a:fe,1106A,172.20.194.114,338962,False
42:8d:07:70:fb:1f,52009A,172.20.215.64,338964,True
68:ab:a9:ff:0a:7c,21208B,172.20.211.181,338965,False
5e:80:1d:69:bd:d2,3801A,172.20.214.84,338966,True
10:2b:aa:51:69:31,51701A,172.20.218.44,338968,False
68:ab:a9:fc:49:27,2203B@B,172.20.221.87,338969,False
10:2b:aa:51:51:f7,41707A,172.20.206.52,338971,False
10:2b:aa:51:fd:6d,3308A,172.20.192.154,338972,False
10:2b:aa:52:65:11,2507A,172.20.197.197,338973,False
10:2b:aa:51:4e:ee,61403B,172.20.211.203,338974,False
10:2b:aa:51:64:6c,81101A,172.20.218.8,338975,False
68:ab:a9:fc:16:30,9601B,172.20.200.110,338976,False
68:ab:a9:fe:fc:9a,1705A,172.20.223.228,338978,False
10:2b:aa:51:60:64,5703A,172.20.220.119,338979,False
64:18:df:73:ed:c5,21201B,172.20.198.255,338980,False
68:ab:a9:fb:ed:ff,4310A,172.20.207.137,338981,False
10:2b:aa:51:53:6e,41107B,172.20.206.22,338985,False
10:2b:aa:50:c2:90,51109A,172.20.198.55,338986,False
64:18:df:74:30:b2,41905A,172.20.195.82,338987,False
10:2b:aa:51:4d:e6,6404B,172.20.215.6,338988,False
68:ab:a9:fe:83:d2,81205B,172.20.203.66,338989,False
68:ab:a9:f8:06:f2,8305B,172.20.201.206,338991,False
64:18:df:73:e1:50,41102A,172.20.205.248,338992,False
68:ab:a9:fb:86:1a,1104A,172.20.210.75,338994,False
68:ab:a9:f7:c8:95,51908B,172.20.220.225,338995,False
52:0c:43:49:66:46,11104A,172.20.204.169,338997,True
68:ab:a9:f8:e0:2f,3207B,172.20.200.183,339001,False
10:2b:aa:51:57:19,91207B,172.20.223.207,339003,False
10:2b:aa:51:f8:30,2606A,172.20.196.66,339007,False
64:18:df:74:00:84,91206A,172.20.196.195,339010,False
68:ab:a9:ff:01:fd,1708B,172.20.223.180,339011,False
10:2b:aa:51:56:17,61004A,172.20.194.211,339013,False
10:2b:aa:51:57:af,91108B,172.20.204.43,339015,False
68:ab:a9:fe:dc:c6,1207A,172.20.208.180,339017,False
68:ab:a9:f8:34:48,31208A,172.20.222.45,339018,False
64:18:df:74:64:1b,62005A,172.20.213.80,339020,False
68:ab:a9:fe:c4:93,21202B,172.20.205.194,339022,False
10:2b:aa:51:f4:7f,8603B,172.20.202.103,339023,False
64:18:df:74:17:0a,51809A,172.20.218.14,339025,False
10:2b:aa:51:59:41,61805A,172.20.221.23,339027,False
68:ab:a9:fe:83:7f,9604B,172.20.204.106,339028,False
68:ab:a9:fc:29:2f,31210A,172.20.193.179,339030,False
10:2b:aa:51:6a:0c,5809A,172.20.223.86,339031,False
68:ab:a9:f8:57:b1,11004B,172.20.199.191,339032,False
68:ab:a9:fc:21:b6,1108B,172.20.199.30,339033,False
68:ab:a9:f8:e5:3f,1601A@B,172.20.223.245,339037,False
64:18:df:73:d1:a4,61210B,172.20.194.95,339039,False
64:18:df:74:0e:bf,61803B,172.20.216.39,339040,False
de:1f:14:09:cb:32,3608B,172.20.202.81,339042,True
82:f0:78:d7:36:2c,91008A,172.20.196.118,339043,True
64:18:df:73:e9:c0,41910A,172.20.217.246,339045,False
64:18:df:74:29:0e,41407B,172.20.196.36,339048,False
68:ab:a9:fe:b9:72,3609B,172.20.202.194,339049,False
68:ab:a9:fe:88:01,9506A,172.20.200.141,339050,False
10:2b:aa:50:93:bc,9207A,172.20.199.209,339053,False
a2:48:22:df:bc:e3,8306B,172.20.202.244,339054,True
64:18:df:73:e0:27,51907B,172.20.221.119,339055,False
68:ab:a9:fe:63:75,3902B,172.20.199.128,339057,False
64:18:df:73:b0:1a,4703A,172.20.204.159,339060,False
68:ab:a9:fc:15:c2,31008A,172.20.219.129,339062,False
10:2b:aa:51:4b:ca,3410B,172.20.192.238,339063,False
68:ab:a9:fe:a4:87,9102A,172.20.200.4,339064,False
10:2b:aa:51:f5:27,11202B,172.20.223.123,339065,False
68:ab:a9:fe:55:14,3906A,172.20.200.55,339069,False
64:18:df:73:c6:0e,4306A,172.20.207.110,339070,False
10:2b:aa:51:55:2a,5706B,172.20.195.213,339074,False
ce:9e:c9:72:0b:b4,3804B,172.20.217.206,339076,True
10:2b:aa:51:5d:5e,4704B,172.20.221.181,339077,False
10:2b:aa:51:5a:19,3906A,172.20.207.140,339078,False
68:ab:a9:ff:0f:63,51602B,172.20.199.245,339079,False
64:18:df:74:85:8c,6501B,172.20.215.53,339080,False
10:2b:aa:51:61:4b,62102A,172.20.212.252,339082,False
6e:ee:ca:4a:9b:40,4808A,172.20.216.146,339084,True
68:ab:a9:fc:44:3e,31006A,172.20.196.187,339085,False
68:ab:a9:fe:fa:4b,81008B,172.20.197.39,339086,False
10:2b:aa:51:53:aa,4701A,172.20.209.126,339087,False
64:18:df:74:10:23,52007A,172.20.217.104,339088,False
52:7f:2b:7f:07:08,9303B,172.20.213.18,339091,True
68:ab:a9:fe:d6:cd,8303A,172.20.201.179,339092,False
68:ab:a9:fc:f4:de,5303B,172.20.221.240,339093,False
64:18:df:73:ec:12,4707A,172.20.220.187,339094,False
10:2b:aa:51:60:91,61608A,172.20.193.182,339095,False
10:2b:aa:51:65:02,91105A,172.20.197.1,339096,False
64:18:df:73:fc:43,3805A,172.20.219.75,339097,False
10:2b:aa:51:f9:0b,8102B,172.20.201.45,339098,False
10:2b:aa:51:6b:d1,6403A,172.20.215.125,339099,False
68:ab:a9:f8:f3:ac,1702A@B,172.20.204.6,339100,False
10:2b:aa:51:fe:2d,2207A,172.20.198.235,339103,False
a2:e8:ac:54:88:a0,2708A,172.20.202.105,339105,True
64:18:df:73:c0:94,6409B,172.20.215.44,339109,False
64:18:df:73:c8:b8,31010B,172.20.195.202,339110,False
10:2b:aa:51:69:88,5707A,172.20.222.59,339111,False
64:18:df:74:28:75,51810B,172.20.218.15,339112,False
10:2b:aa:51:52:78,51101B,172.20.219.189,339116,False
68:ab:a9:fd:75:f4,8305A,172.20.201.198,339118,False
10:2b:aa:51:69:3a,51005B,172.20.221.96,339119,False
10:2b:aa:51:66:be,51602A,172.20.218.106,339120,False
64:18:df:73:f1:2e,51401B,172.20.218.231,339121,False
26:6e:c6:26:fa:a7,2602B,172.20.217.195,339122,True
68:ab:a9:f8:86:29,8702A,172.20.202.168,339124,False
10:2b:aa:51:4b:d9,3810B,172.20.194.214,339125,False
10:2b:aa:51:50:14,6105B,172.20.205.102,339126,False
10:2b:aa:51:fc:e6,1901A@L,172.20.223.62,339127,False
64:18:df:74:50:01,4610B,172.20.210.79,339128,False
64:18:df:73:bc:01,61010A,172.20.195.64,339132,False
e2:d0:f6:93:ee:84,41610A,172.20.200.120,339133,True
10:2b:aa:51:62:26,5101B,172.20.201.41,339134,False
10:2b:aa:51:69:be,51605B,172.20.221.72,339135,False
c2:92:b4:74:6f:ca,8704B,172.20.199.127,339136,True
68:ab:a9:f8:b4:00,8702B,172.20.220.51,339137,False
d2:6b:bc:87:66:7f,5606B,172.20.216.239,339138,True
10:2b:aa:51:66:52,5301B,172.20.221.222,339139,False
68:ab:a9:fe:f4:ac,8204B,172.20.222.237,339140,False
68:ab:a9:fc:8b:7f,8707A,172.20.200.90,339143,False
64:18:df:73:a9:95,9806B,172.20.195.130,339144,False
68:ab:a9:fc:a2:e6,3901A,172.20.194.232,339146,False
68:ab:a9:f8:d3:ef,1301A@B,172.20.199.125,339147,False
64:18:df:73:c0:ee,9901B,172.20.196.225,339148,False
10:2b:aa:51:4b:25,3802A,172.20.195.14,339150,False
68:ab:a9:f8:e4:d1,8307B,172.20.203.202,339154,False
64:18:df:73:e2:b2,61007A,172.20.214.49,339155,False
10:2b:aa:51:fb:de,2503B,172.20.197.231,339157,False
68:ab:a9:f7:fd:b9,6404B,172.20.215.4,339158,False
10:2b:aa:51:60:8b,61608A,172.20.212.66,339161,False
10:2b:aa:51:f3:77,2807B,172.20.196.78,339162,False
68:ab:a9:fe:c9:b6,21205A,172.20.203.86,339163,False
10:2b:aa:51:f7:cd,2601A,172.20.198.214,339166,False
10:2b:aa:51:66:97,61107A,172.20.197.47,339167,False
10:2b:aa:51:f5:00,41510B,172.20.199.170,339170,False
68:ab:a9:ff:0b:09,5806B,172.20.201.97,339171,False
10:2b:aa:51:65:26,3708A,172.20.201.82,339172,False
64:18:df:74:18:19,41602B,172.20.204.245,339173,False
64:18:df:73:f3:8b,0000A,172.20.222.143,339175,False
68:ab:a9:fe:77:aa,41005B,172.20.218.119,339177,False
92:f7:a4:50:72:0d,41102B,172.20.217.4,339178,True
68:ab:a9:fb:1f:1f,4609B,172.20.222.29,339179,False
10:2b:aa:51:4c:b7,5709B,172.20.203.105,339181,False
68:ab:a9:fc:24:69,21205B,172.20.220.191,339183,False
68:ab:a9:fe:b0:91,4910A,172.20.206.122,339184,False
64:18:df:73:b0:da,8408A,172.20.201.248,339185,False
68:ab:a9:ff:01:fa,91006B,172.20.203.40,339187,False
68:ab:a9:fe:9a:52,51606A,172.20.199.163,339193,False
68:ab:a9:fe:19:15,9708B,172.20.199.41,339194,False
68:ab:a9:fe:fa:8f,51207B,172.20.219.87,339195,False
10:2b:aa:51:4b:5b,5608B,172.20.199.93,339200,False
10:2b:aa:51:5e:81,31001B,172.20.208.166,339202,False
68:ab:a9:fe:58:35,9604B,172.20.204.222,339203,False
68:ab:a9:fe:f4:bc,9104A,172.20.200.238,339205,False
68:ab:a9:fe:6c:81,8902A,172.20.211.175,339207,False
68:ab:a9:fc:46:59,1506B@L,172.20.220.247,339208,False
68:ab:a9:fe:92:35,81003B,172.20.223.67,339209,False
10:2b:aa:51:4e:e2,51508A,172.20.200.30,339210,False
10:2b:aa:51:5b:21,5103B,172.20.201.157,339211,False
68:ab:a9:fe:a3:fa,41005A,172.20.206.171,339212,False
10:2b:aa:51:5c:4d,4205B,172.20.208.93,339215,False
10:2b:aa:51:fe:5a,2405A,172.20.195.207,339216,False
10:2b:aa:51:4f:84,61701B,172.20.212.98,339217,False
10:2b:aa:51:66:cd,51910A,172.20.217.197,339220,False
68:ab:a9:fe:a2:d9,8505A,172.20.202.74,339222,False
10:2b:aa:51:68:95,41805A,172.20.208.9,339223,False
68:ab:a9:f8:c0:05,9407A,172.20.199.171,339224,False
64:18:df:73:e1:d7,4408A,172.20.207.202,339225,False
68:ab:a9:fe:d2:fe,2205B,172.20.195.215,339226,False
9a:2f:f0:ce:8c:ae,2506B,172.20.204.114,339227,True
00:00:00:00:00:00,51606B,172.20.197.246,339228,False
10:2b:aa:51:5d:c1,91202B,172.20.208.200,339232,False
10:2b:aa:50:93:d1,81207A,172.20.193.243,339235,False
6e:04:b1:e9:eb:d8,9206A,172.20.199.14,339236,True
68:ab:a9:ff:07:28,2608A,172.20.222.56,339237,False
10:2b:aa:51:54:eb,61205A,172.20.196.106,339240,False
66:6b:56:5c:10:f1,2705A,172.20.202.123,339241,True
9a:c2:42:94:d7:f2,6409B,172.20.216.139,339244,True
10:2b:aa:51:6a:63,41505B,172.20.205.34,339246,False
68:ab:a9:fe:aa:92,51601A,172.20.222.183,339247,False
68:ab:a9:fc:4b:68,1503A,172.20.196.190,339248,False
64:18:df:73:c1:de,4406B,172.20.207.183,339249,False
d2:8b:9d:e0:02:49,8305A,172.20.212.251,339250,True
10:2b:aa:51:f9:d7,81202B,172.20.201.49,339251,False
68:ab:a9:fc:2b:ad,2102B,172.20.221.34,339252,False
68:ab:a9:fc:8e:0f,81004B,172.20.197.227,339253,False
7e:a3:44:cd:4e:d5,9805B,172.20.201.139,339254,True
64:18:df:74:4f:5e,51810A,172.20.222.79,339255,False
10:2b:aa:51:63:eb,4504A,172.20.210.11,339257,False
64:18:df:74:3b:4b,51401B,172.20.218.232,339258,False
10:2b:aa:51:f5:45,81007B,172.20.218.213,339259,False
10:2b:aa:51:4c:a8,61702B,172.20.212.105,339260,False
68:ab:a9:fe:a6:e2,21207B,172.20.198.146,339261,False
64:18:df:74:1c:80,41609B,172.20.222.203,339265,False
68:ab:a9:fb:20:7e,91002A,172.20.202.13,339266,False
68:ab:a9:f8:d3:66,91106B,172.20.200.197,339267,False
10:2b:aa:51:5f:e0,31008B,172.20.193.118,339268,False
b2:66:2e:4d:5f:94,8607B,172.20.216.5,339269,True
10:2b:aa:51:f7:c1,91004B,172.20.192.131,339270,False
64:18:df:73:fe:92,51802B,172.20.217.207,339271,False
10:2b:aa:51:67:1b,4303B,172.20.207.227,339275,False
22:59:3f:62:e8:f8,1501B,172.20.197.20,339276,True
64:18:df:73:e2:58,31205A,172.20.195.12,339277,False
64:18:df:74:86:be,3405A,172.20.203.143,339278,False
10:2b:aa:51:fa:6d,9309B,172.20.223.30,339279,False
10:2b:aa:51:f7:af,9209B,172.20.192.222,339280,False
68:ab:a9:fc:a1:88,1406B@B,172.20.220.254,339281,False
de:16:b7:34:f5:09,4902A,172.20.217.119,339282,True
64:18:df:74:69:7f,4106A,172.20.210.93,339283,False
10:2b:aa:51:fb:c9,4507A,172.20.210.139,339284,False
68:ab:a9:f8:55:86,3201B,172.20.192.188,339285,False
10:2b:aa:51:67:3c,51902B,172.20.217.152,339286,False
68:ab:a9:fe:c4:39,42101B,172.20.202.224,339287,False
10:2b:aa:51:58:2a,6510A,172.20.215.32,339288,False
62:9c:a1:bf:91:00,3404A,172.20.217.96,339290,True
68:ab:a9:f9:ec:f9,6704A,172.20.210.220,339293,False
64:18:df:73:d9:5e,41104B,172.20.194.250,339295,False
10:2b:aa:51:f9:50,6809B,172.20.220.8,339297,False
68:ab:a9:f8:ec:72,1906B@B,172.20.223.112,339299,False
10:2b:aa:51:52:54,51004A,172.20.194.193,339301,False
64:18:df:74:28:4b,41602A,172.20.204.236,339303,False
68:ab:a9:f7:e3:78,3203A,172.20.192.248,339304,False
10:2b:aa:51:52:7b,51109B,172.20.192.225,339309,False
10:2b:aa:51:fe:1e,1903B,172.20.223.208,339310,False
10:2b:aa:52:65:95,2504A,172.20.197.223,339311,False
32:b7:b2:e9:79:db,21207B,172.20.217.59,339313,True
10:2b:aa:51:fc:7d,9107B,172.20.194.245,339314,False
64:18:df:74:91:4d,3405A,172.20.193.28,339317,False
64:18:df:73:f0:65,61903A,172.20.216.136,339318,False
64:18:df:74:5a:5c,4403A,172.20.199.177,339319,False
10:2b:aa:51:55:18,4309A,172.20.207.129,339321,False
10:2b:aa:50:be:52,51008B,172.20.220.2,339326,False
10:2b:aa:51:55:84,3904A,172.20.204.25,339328,False
64:18:df:74:35:42,4508B,172.20.210.36,339330,False
10:2b:aa:51:6c:e5,4102A,172.20.219.104,339332,False
5e:42:5d:4b:b1:64,6109B,172.20.205.85,339335,True
68:ab:a9:fe:a3:61,51606B,172.20.218.128,339337,False
10:2b:aa:51:54:a0,51804A,172.20.217.232,339338,False
10:2b:aa:50:93:c8,9207A,172.20.210.189,339340,False
64:18:df:73:ed:c8,91210A,172.20.211.29,339341,False
10:2b:aa:51:ff:56,2707B,172.20.192.251,339343,False
64:18:df:73:de:3e,31209B,172.20.195.23,339344,False
64:18:df:74:30:1a,6206B,172.20.216.0,339345,False
68:ab:a9:fe:06:d3,9505A,172.20.218.127,339347,False
68:ab:a9:fe:f8:6b,1804A,172.20.223.201,339348,False
10:2b:aa:51:67:ae,3404A,172.20.193.65,339351,False
0a:74:20:ec:a7:82,41710B,172.20.216.203,339353,True
d6:61:6d:14:ea:05,51508A,172.20.198.43,339355,True
10:2b:aa:51:5d:61,5104B,172.20.221.12,339356,False
10:2b:aa:51:67:2a,41904A,172.20.192.56,339358,False
64:18:df:73:c4:4e,6710B,172.20.211.11,339359,False
10:2b:aa:51:4c:b4,5607B,172.20.220.203,339360,False
64:18:df:74:12:f3,6707B,172.20.210.240,339363,False
10:2b:aa:51:ff:74,2707A,172.20.200.10,339367,False
68:ab:a9:fa:dc:c0,61809B,172.20.216.64,339368,False
10:2b:aa:51:5d:f4,6106B,172.20.216.237,339370,False
68:ab:a9:fe:f3:a4,81001A,172.20.210.105,339373,False
68:ab:a9:ff:12:fc,61003B,172.20.203.19,339374,False
10:2b:aa:52:68:77,4507B,172.20.192.103,339375,False
10:2b:aa:52:68:89,4106B,172.20.210.154,339377,False
68:ab:a9:f8:54:86,11006A,172.20.199.208,339380,False
68:ab:a9:fc:2e:d0,3110B,172.20.223.214,339381,False
10:2b:aa:51:65:c5,5906A,172.20.192.252,339382,False
10:2b:aa:51:6c:73,6702B,172.20.196.37,339383,False
68:ab:a9:fe:f7:48,9404B,172.20.223.49,339384,False
64:18:df:74:4d:13,61808A,172.20.192.43,339385,False
9e:9e:63:79:b8:46,2307B,172.20.217.74,339386,True
10:2b:aa:51:68:b6,5202A,172.20.199.168,339387,False
10:2b:aa:51:57:b8,6906B,172.20.213.146,339390,False
68:ab:a9:fc:4a:47,3205B,172.20.193.34,339391,False
10:2b:aa:51:59:e3,3109B,172.20.209.249,339392,False
68:ab:a9:fe:7d:8d,91208A,172.20.222.230,339393,False
68:ab:a9:f7:fd:85,1606B@B,172.20.210.112,339395,False
10:2b:aa:51:4d:b3,41110A,172.20.198.182,339396,False
68:ab:a9:fe:ff:50,51708B,172.20.193.127,339397,False
64:18:df:74:57:4a,6310A,172.20.221.28,339398,False
a6:c8:75:4f:c8:ea,9305B,172.20.200.51,339399,True
a2:c3:52:67:cd:34,4803B,172.20.201.252,339400,True
