icx_label,ethernet_mac,wifi_mac_derived,last_seen_icx,days_since,mdns_label,mdns_mac,mdns_ip,mdns_note,labeling_correction,source,room,site,lockout,reswept,reswept_at
1111B@B,10:2b:aa:50:2f:71,10:2b:aa:50:2f:72,2026-08-07 09:12:22,0.0,1111B@B,10:2b:aa:50:2f:72,192.168.203.232,,,iCX,1111B,MVM784,1111,yes,2026-07-30T17:14:14.629Z
1111B@L,10:2b:aa:50:2e:18,10:2b:aa:50:2e:19,2026-08-07 09:07:05,0.01,1111B@L,10:2b:aa:50:2e:19,192.168.202.62,,,iCX,1111B,MVM784,1111,yes,2026-07-30T17:14:14.629Z
1112A@B,10:2b:aa:50:2e:54,10:2b:aa:50:2e:55,2026-08-07 09:01:29,0.01,1112A@B,10:2b:aa:50:2e:55,192.168.202.52,,,iCX,1112A,MVM784,1112,yes,2026-07-30T17:16:55.800Z
1112A@L,10:2b:aa:50:2e:bd,10:2b:aa:50:2e:be,2026-08-07 09:07:07,0.01,1112A@L,10:2b:aa:50:2e:be,192.168.203.107,,,iCX,1112A,MVM784,1112,yes,2026-07-30T17:16:55.800Z
1112B@B,10:2b:aa:50:2f:4a,10:2b:aa:50:2f:4b,2026-08-07 09:06:57,0.01,,,,Not in mDNS,,iCX,1112B,MVM784,1112,yes,2026-08-01T19:16:37.604Z
1112B@L,10:2b:aa:50:32:98,10:2b:aa:50:32:99,2026-08-07 09:04:25,0.01,,,,Not in mDNS,,iCX,1112B,MVM784,1112,yes,2026-08-01T19:16:37.604Z
1201A@B,10:2b:aa:50:39:97,10:2b:aa:50:39:98,2026-08-07 09:10:20,0.0,1201A@B,10:2b:aa:50:39:98,192.168.203.227,,,iCX,1201A,MVM784,1201,yes,2026-07-30T17:45:40.153Z
1201A@L,10:2b:aa:50:3a:b7,10:2b:aa:50:3a:b8,2026-08-07 09:08:31,0.0,1201A@L,10:2b:aa:50:3a:b8,192.168.201.21,,,iCX,1201A,MVM784,1201,yes,2026-07-30T17:45:40.153Z
1201B@B,10:2b:aa:50:3d:d5,10:2b:aa:50:3d:d6,2026-08-07 09:12:06,0.0,1201B@B,10:2b:aa:50:3d:d6,192.168.202.166,,,iCX,1201B,MVM784,1201,yes,2026-07-30T17:45:39.282Z
1201B@L,10:2b:aa:50:3d:ba,10:2b:aa:50:3d:bb,2026-08-07 09:10:25,0.0,1201B@L,10:2b:aa:50:3d:bb,192.168.200.30,,,iCX,1201B,MVM784,1201,yes,2026-07-30T17:45:39.282Z
1201S@L,10:2b:aa:50:92:8f,10:2b:aa:50:92:90,2026-08-07 09:03:51,0.01,1201S@L,10:2b:aa:50:92:90,192.168.200.189,,,iCX,1201S,MVM784,1201,yes,2026-08-01T16:42:24.334Z
1202A@B,10:2b:aa:50:90:d6,10:2b:aa:50:90:d7,2026-08-07 09:06:24,0.01,1202A@B,10:2b:aa:50:90:d7,192.168.202.59,,,iCX,1202A,MVM784,1202,yes,2026-07-30T17:42:12.629Z
1202A@L,10:2b:aa:50:91:1b,10:2b:aa:50:91:1c,2026-08-07 09:04:35,0.01,1202A@L,10:2b:aa:50:91:1c,192.168.200.57,,,iCX,1202A,MVM784,1202,yes,2026-07-30T17:42:12.629Z
1202B@B,10:2b:aa:50:3d:f0,10:2b:aa:50:3d:f1,2026-08-07 09:02:54,0.01,1202B@B,10:2b:aa:50:3d:f1,192.168.200.137,,,iCX,1202B,MVM784,1202,yes,2026-07-30T17:40:45.803Z
1202B@L,10:2b:aa:50:3e:05,10:2b:aa:50:3e:06,2026-08-07 09:03:19,0.01,1202B@L,10:2b:aa:50:3e:06,192.168.202.58,,,iCX,1202B,MVM784,1202,yes,2026-07-30T17:40:45.803Z
,,,,,1202B,62:8d:81:8f:eb:52,192.168.202.44,Stale MAC (randomized),,mDNS only,1202B,MVM784,1202,yes,2026-07-30T17:40:45.803Z
1203A@B,10:2b:aa:50:2e:4e,10:2b:aa:50:2e:4f,2026-08-07 09:04:14,0.01,1203A@B,10:2b:aa:50:2e:4f,192.168.201.14,,,iCX,1203A,MVM784,1203,yes,2026-07-30T17:49:12.700Z
1203A@L,10:2b:aa:50:8d:22,10:2b:aa:50:8d:23,2026-08-07 09:00:16,0.01,1203A@L,10:2b:aa:50:8d:23,192.168.201.50,,,iCX,1203A,MVM784,1203,yes,2026-07-30T17:49:12.700Z
1203B@B,10:2b:aa:50:36:d0,10:2b:aa:50:36:d1,2026-08-07 09:12:17,0.0,1203B@B,10:2b:aa:50:36:d1,192.168.200.106,,,iCX,1203B,MVM784,1203,yes,2026-08-01T17:38:20.958Z
1203B@L,10:2b:aa:50:32:2c,10:2b:aa:50:32:2d,2026-08-07 09:00:05,0.01,1203B@L,10:2b:aa:50:32:2d,192.168.203.164,,,iCX,1203B,MVM784,1203,yes,2026-08-01T17:38:20.958Z
1204A@B,10:2b:aa:50:39:7c,10:2b:aa:50:39:7d,2026-08-07 09:09:19,0.0,1204A@B,10:2b:aa:50:39:7d,192.168.202.24,,,iCX,1204A,MVM784,1204,yes,2026-08-01T17:42:24.167Z
1204A@L,10:2b:aa:51:ea:c7,10:2b:aa:51:ea:c8,2026-08-07 09:02:11,0.01,1204A@L,10:2b:aa:51:ea:c8,192.168.201.111,,,iCX,1204A,MVM784,1204,yes,2026-08-01T17:42:24.167Z
1204B@B,10:2b:aa:50:30:c7,10:2b:aa:50:30:c8,2026-08-07 09:00:28,0.01,1204B@B,10:2b:aa:50:30:c8,192.168.203.104,,,iCX,1204B,MVM784,1204,yes,2026-07-31T16:47:39.014Z
1204B@L,10:2b:aa:50:3b:32,10:2b:aa:50:3b:33,2026-08-07 09:10:01,0.0,1204B@L,10:2b:aa:50:3b:33,192.168.203.119,,,iCX,1204B,MVM784,1204,yes,2026-07-31T16:47:39.014Z
1205A@B,10:2b:aa:50:3d:18,10:2b:aa:50:3d:19,2026-08-07 09:11:09,0.0,1205A@B,10:2b:aa:50:3d:19,192.168.200.14,,,iCX,1205A,MVM784,1205,yes,2026-08-01T17:47:04.967Z
1205A@L,10:2b:aa:51:ea:4c,10:2b:aa:51:ea:4d,2026-08-07 09:03:45,0.01,1205A@L,10:2b:aa:51:ea:4d,192.168.200.26,,,iCX,1205A,MVM784,1205,yes,2026-08-01T17:47:04.967Z
1205B@B,10:2b:aa:50:2e:27,10:2b:aa:50:2e:28,2026-08-07 09:09:37,0.0,1205B@B,10:2b:aa:50:2e:28,192.168.202.201,,,iCX,1205B,MVM784,1205,yes,2026-08-01T17:44:59.260Z
1205B@L,10:2b:aa:50:35:6b,10:2b:aa:50:35:6c,2026-08-07 09:12:29,0.0,1205B@L,10:2b:aa:50:35:6c,192.168.203.172,,,iCX,1205B,MVM784,1205,yes,2026-08-01T17:44:59.260Z
1206A@B,10:2b:aa:50:2e:63,10:2b:aa:50:2e:64,2026-08-07 09:02:48,0.01,1206A@B,10:2b:aa:50:2e:64,192.168.201.235,,,iCX,1206A,MVM784,1206,yes,2026-07-31T16:42:48.100Z
1206A@L,10:2b:aa:50:2d:dc,10:2b:aa:50:2d:dd,2026-08-07 09:03:35,0.01,1206A@L,10:2b:aa:50:2d:dd,192.168.202.131,,,iCX,1206A,MVM784,1206,yes,2026-07-31T16:42:48.100Z
1206B@B,10:2b:aa:50:31:4b,10:2b:aa:50:31:4c,2026-08-07 09:08:59,0.0,1206B@B,10:2b:aa:50:31:4c,192.168.203.50,,,iCX,1206B,MVM784,1206,yes,2026-08-01T17:50:00.663Z
1206B@L,10:2b:aa:50:2e:5d,10:2b:aa:50:2e:5e,2026-08-07 09:11:41,0.0,1206B@L,10:2b:aa:50:2e:5e,192.168.202.83,,,iCX,1206B,MVM784,1206,yes,2026-08-01T17:50:00.663Z
,,,,,1206B,66:26:41:ad:ea:19,192.168.202.65,Stale MAC (randomized),,mDNS only,1206B,MVM784,1206,yes,2026-08-01T17:50:00.663Z
1207A@B,10:2b:aa:50:31:5d,10:2b:aa:50:31:5e,2026-08-07 09:05:45,0.01,1207A@B,10:2b:aa:50:31:5e,192.168.200.77,,,iCX,1207A,MVM784,1207,yes,2026-07-31T16:52:01.902Z
1207A@L,10:2b:aa:50:2b:ab,10:2b:aa:50:2b:ac,2026-08-07 09:07:19,0.01,,,,Not in mDNS,,iCX,1207A,MVM784,1207,yes,2026-07-31T16:52:01.902Z
1207B@B,10:2b:aa:51:da:26,10:2b:aa:51:da:27,2026-08-07 09:10:50,0.0,1207B@B,10:2b:aa:51:da:27,192.168.200.190,,,iCX,1207B,MVM784,1207,yes,2026-08-01T17:53:28.544Z
1207B@L,10:2b:aa:51:ea:49,10:2b:aa:51:ea:4a,2026-08-07 09:14:27,0.0,1207B@L,10:2b:aa:51:ea:4a,192.168.203.188,,,iCX,1207B,MVM784,1207,yes,2026-08-01T17:53:28.544Z
,,,,,1207A@L,ea:20:30:50:ab:f8,192.168.203.52,Stale MAC (randomized),,mDNS only,1207A,MVM784,1207,yes,2026-07-31T16:52:01.902Z
,,,,,1207B,aa:37:b3:6a:bd:d4,192.168.203.230,Stale MAC (randomized),,mDNS only,1207B,MVM784,1207,yes,2026-08-01T17:53:28.544Z
1208A@B,10:2b:aa:50:04:a8,10:2b:aa:50:04:a9,2026-08-07 09:05:38,0.01,1208A@B,10:2b:aa:50:04:a9,192.168.202.27,,,iCX,1208A,MVM784,1208,yes,2026-07-30T17:58:49.555Z
1208A@L,10:2b:aa:50:92:d1,10:2b:aa:50:92:d2,2026-08-07 09:07:59,0.0,1208A@L,10:2b:aa:50:92:d2,192.168.202.42,,,iCX,1208A,MVM784,1208,yes,2026-07-30T17:58:49.555Z
1208B@B,10:2b:aa:51:ea:67,10:2b:aa:51:ea:68,2026-08-07 09:00:10,0.01,1208B@B,10:2b:aa:51:ea:68,192.168.203.90,,,iCX,1208B,MVM784,1208,yes,2026-07-30T17:59:16.621Z
1208B@L,10:2b:aa:50:8e:9c,10:2b:aa:50:8e:9d,2026-08-07 09:10:26,0.0,1208B@L,10:2b:aa:50:8e:9d,192.168.201.176,,,iCX,1208B,MVM784,1208,yes,2026-07-30T17:59:16.621Z
1209A@B,10:2b:aa:50:04:00,10:2b:aa:50:04:01,2026-08-07 09:05:21,0.01,1209A@B,10:2b:aa:50:04:01,192.168.202.174,,,iCX,1209A,MVM784,1209,yes,2026-07-31T16:56:13.053Z
1209A@L,10:2b:aa:50:04:4e,10:2b:aa:50:04:4f,2026-08-07 09:06:26,0.01,1209A@L,10:2b:aa:50:04:4f,192.168.201.63,,,iCX,1209A,MVM784,1209,yes,2026-07-31T16:56:13.053Z
1209B@B,10:2b:aa:51:ea:2b,10:2b:aa:51:ea:2c,2026-08-07 09:14:18,0.0,1209B@B,10:2b:aa:51:ea:2c,192.168.200.13,,,iCX,1209B,MVM784,1209,yes,2026-08-01T17:26:13.087Z
1209B@L,10:2b:aa:50:35:89,10:2b:aa:50:35:8a,2026-08-07 09:11:22,0.0,1209B@L,10:2b:aa:50:35:8a,192.168.202.13,,,iCX,1209B,MVM784,1209,yes,2026-08-01T17:26:13.087Z
1210A@B,10:2b:aa:50:36:bb,10:2b:aa:50:36:bc,2026-08-07 09:06:05,0.01,1210A@B,10:2b:aa:50:36:bc,192.168.203.177,,,iCX,1210A,MVM784,1210,yes,2026-07-31T16:50:29.909Z
1210A@L,10:2b:aa:50:36:97,10:2b:aa:50:36:98,2026-08-07 09:11:34,0.0,1210A@L,10:2b:aa:50:36:98,192.168.200.75,,,iCX,1210A,MVM784,1210,yes,2026-07-31T16:50:29.909Z
1210B@B,10:2b:aa:51:ea:16,10:2b:aa:51:ea:17,2026-08-07 09:08:33,0.0,1210B@B,10:2b:aa:51:ea:17,192.168.201.66,,,iCX,1210B,MVM784,1210,yes,2026-07-31T16:47:01.411Z
1210B@L,10:2b:aa:50:31:99,10:2b:aa:50:31:9a,2026-08-07 09:06:55,0.01,1210B@L,10:2b:aa:50:31:9a,192.168.201.56,,,iCX,1210B,MVM784,1210,yes,2026-07-31T16:47:01.411Z
1211A@B,10:2b:aa:50:3e:5c,10:2b:aa:50:3e:5d,2026-08-07 09:04:51,0.01,1211A@B,10:2b:aa:50:3e:5d,192.168.203.76,,,iCX,1211A,MVM784,1211,yes,2026-08-01T17:47:55.863Z
1211A@L,10:2b:aa:50:90:31,10:2b:aa:50:90:32,2026-08-07 09:11:52,0.0,1211A@L,10:2b:aa:50:90:32,192.168.202.245,,,iCX,1211A,MVM784,1211,yes,2026-08-01T17:47:55.863Z
1211B@B,10:2b:aa:50:8d:b5,10:2b:aa:50:8d:b6,2026-08-07 09:12:11,0.0,1211B@B,10:2b:aa:50:8d:b6,192.168.203.138,,,iCX,1211B,MVM784,1211,yes,2026-07-31T16:54:55.382Z
1211B@L,10:2b:aa:50:8d:e8,10:2b:aa:50:8d:e9,2026-08-07 09:00:37,0.01,1211B@L,10:2b:aa:50:8d:e9,192.168.203.221,,,iCX,1211B,MVM784,1211,yes,2026-07-31T16:54:55.382Z
,,,,,1211A,e2:b0:0c:21:15:c4,192.168.203.183,Stale MAC (randomized),,mDNS only,1211A,MVM784,1211,yes,2026-08-01T17:47:55.863Z
,,,,,1211A,32:f3:f4:8f:35:19,192.168.202.108,Stale MAC (randomized),,mDNS only,1211A,MVM784,1211,yes,2026-08-01T17:47:55.863Z
,,,,,1211B,2a:30:a8:0f:3d:0b,192.168.203.31,Stale MAC (randomized),,mDNS only,1211B,MVM784,1211,yes,2026-07-31T16:54:55.382Z
,,,,,1211B,56:83:9d:5a:41:eb,192.168.203.85,Stale MAC (randomized),,mDNS only,1211B,MVM784,1211,yes,2026-07-31T16:54:55.382Z
1212A@B,10:2b:aa:51:e8:21,10:2b:aa:51:e8:22,2026-08-07 09:03:36,0.01,1212A@B,10:2b:aa:51:e8:22,192.168.201.118,,,iCX,1212A,MVM784,1212,yes,2026-08-01T17:19:52.547Z
1212A@L,10:2b:aa:51:ea:8b,10:2b:aa:51:ea:8c,2026-08-07 09:02:19,0.01,1212A@L,10:2b:aa:51:ea:8c,192.168.202.213,,,iCX,1212A,MVM784,1212,yes,2026-08-01T17:19:52.547Z
1212B@B,10:2b:aa:50:3e:4a,10:2b:aa:50:3e:4b,2026-08-07 09:02:00,0.01,1212B@B,10:2b:aa:50:3e:4b,192.168.200.144,,,iCX,1212B,MVM784,1212,yes,2026-08-01T17:27:24.382Z
1212B@L,10:2b:aa:50:38:c5,10:2b:aa:50:38:c6,2026-08-07 09:03:14,0.01,,,,Not in mDNS,,iCX,1212B,MVM784,1212,yes,2026-08-01T17:27:24.382Z
1401A@B,10:2b:aa:50:92:44,10:2b:aa:50:92:45,2026-08-07 09:06:25,0.01,1401A@B,10:2b:aa:50:92:45,192.168.200.86,,,iCX,1401A,MVM784,1401,yes,2026-08-01T17:08:01.769Z
1401A@L,10:2b:aa:50:92:b9,10:2b:aa:50:92:ba,2026-08-07 09:08:32,0.0,1401A@L,10:2b:aa:50:92:ba,192.168.201.11,,,iCX,1401A,MVM784,1401,yes,2026-08-01T17:08:01.769Z
1401B@B,10:2b:aa:50:8d:2b,10:2b:aa:50:8d:2c,2026-08-07 09:11:06,0.0,1401B@B,10:2b:aa:50:8d:2c,192.168.202.207,,,iCX,1401B,MVM784,1401,yes,2026-08-01T17:09:48.849Z
1401B@L,10:2b:aa:50:31:18,10:2b:aa:50:31:19,2026-08-07 09:07:59,0.0,1401B@L,10:2b:aa:50:31:19,192.168.200.182,,,iCX,1401B,MVM784,1401,yes,2026-08-01T17:09:48.849Z
1401S@B,10:2b:aa:50:35:b6,10:2b:aa:50:35:b7,2026-08-07 09:03:13,0.01,1401S@B,10:2b:aa:50:35:b7,192.168.203.96,,,iCX,1401S,MVM784,1401,yes,2026-08-02T17:37:22.436Z
1401S@L,10:2b:aa:50:35:92,10:2b:aa:50:35:93,2026-08-07 09:11:52,0.0,,,,Not in mDNS,,iCX,1401S,MVM784,1401,yes,2026-08-02T17:37:22.436Z
1402A@B,10:2b:aa:50:8f:6b,10:2b:aa:50:8f:6c,2026-08-07 09:02:57,0.01,1402A@B,10:2b:aa:50:8f:6c,192.168.200.34,,,iCX,1402A,MVM784,1402,yes,2026-07-30T18:06:22.029Z
1402A@L,10:2b:aa:50:32:fb,10:2b:aa:50:32:fc,2026-08-07 09:10:36,0.0,1402A@L,10:2b:aa:50:32:fc,192.168.201.155,,,iCX,1402A,MVM784,1402,yes,2026-07-30T18:06:22.029Z
1402B@B,10:2b:aa:50:8f:71,10:2b:aa:50:8f:72,2026-08-07 09:11:55,0.0,1402B@B,10:2b:aa:50:8f:72,192.168.201.193,,,iCX,1402B,MVM784,1402,yes,2026-07-30T18:06:25.337Z
1402B@L,10:2b:aa:50:32:d7,10:2b:aa:50:32:d8,2026-08-07 09:09:31,0.0,1402B@L,10:2b:aa:50:32:d8,192.168.203.64,,,iCX,1402B,MVM784,1402,yes,2026-07-30T18:06:25.337Z
1403A@B,10:2b:aa:50:31:0f,10:2b:aa:50:31:10,2026-08-07 09:01:40,0.01,1403A@B,10:2b:aa:50:31:10,192.168.201.130,,,iCX,1403A,MVM784,1403,yes,2026-07-30T18:03:31.012Z
1403A@L,10:2b:aa:50:30:d3,10:2b:aa:50:30:d4,2026-08-07 09:08:14,0.0,1403A@L,10:2b:aa:50:30:d4,192.168.203.174,,,iCX,1403A,MVM784,1403,yes,2026-07-30T18:03:31.012Z
1403B@B,10:2b:aa:50:90:dc,10:2b:aa:50:90:dd,2026-08-07 09:06:47,0.01,1403B@B,10:2b:aa:50:90:dd,192.168.203.150,,,iCX,1403B,MVM784,1403,yes,2026-08-01T15:09:19.065Z
1403B@L,10:2b:aa:50:91:a5,10:2b:aa:50:91:a6,2026-08-07 09:02:19,0.01,1403B@L,10:2b:aa:50:91:a6,192.168.200.177,,,iCX,1403B,MVM784,1403,yes,2026-08-01T15:09:19.065Z
,,,,,1403A,96:b4:60:6a:2f:9c,192.168.202.84,Stale MAC (randomized),,mDNS only,1403A,MVM784,1403,yes,2026-07-30T18:03:31.012Z
1404A@B,10:2b:aa:50:2e:a5,10:2b:aa:50:2e:a6,2026-08-07 09:12:38,0.0,1404A@B,10:2b:aa:50:2e:a6,192.168.201.19,,,iCX,1404A,MVM784,1404,yes,2026-07-31T16:37:42.818Z
1404A@L,10:2b:aa:50:91:bd,10:2b:aa:50:91:be,2026-08-07 09:05:31,0.01,1404A@L,10:2b:aa:50:91:be,192.168.203.16,,,iCX,1404A,MVM784,1404,yes,2026-07-31T16:37:42.818Z
1404B@B,10:2b:aa:50:30:7c,10:2b:aa:50:30:7d,2026-08-07 09:14:32,0.0,1404B@B,10:2b:aa:50:30:7d,192.168.203.214,,,iCX,1404B,MVM784,1404,yes,2026-08-01T17:05:40.081Z
1404B@L,10:2b:aa:50:92:05,10:2b:aa:50:92:06,2026-08-07 09:09:35,0.0,1404B@L,10:2b:aa:50:92:06,192.168.203.225,,,iCX,1404B,MVM784,1404,yes,2026-08-01T17:05:40.081Z
1405A@B,10:2b:aa:50:31:d8,10:2b:aa:50:31:d9,2026-08-07 09:01:52,0.01,1405A,10:2b:aa:50:31:d9,192.168.200.162,Position missing in mDNS,,iCX,1405A,MVM784,1405,yes,2026-08-01T15:11:44.072Z
1405A@L,10:2b:aa:50:31:60,10:2b:aa:50:31:61,2026-08-07 09:08:49,0.0,1405A@L,10:2b:aa:50:31:61,192.168.203.205,,,iCX,1405A,MVM784,1405,yes,2026-08-01T15:11:44.072Z
1405B@B,10:2b:aa:50:2b:b7,10:2b:aa:50:2b:b8,2026-08-07 09:05:27,0.01,1405B@B,10:2b:aa:50:2b:b8,192.168.202.242,,,iCX,1405B,MVM784,1405,yes,2026-07-31T16:41:09.615Z
1405B@L,10:2b:aa:50:31:72,10:2b:aa:50:31:73,2026-08-07 09:01:15,0.01,1405B@L,10:2b:aa:50:31:73,192.168.200.239,,,iCX,1405B,MVM784,1405,yes,2026-07-31T16:41:09.615Z
1406A@B,10:2b:aa:50:8d:ca,10:2b:aa:50:8d:cb,2026-08-07 09:14:12,0.0,1406A@B,10:2b:aa:50:8d:cb,192.168.200.95,,,iCX,1406A,MVM784,1406,yes,2026-08-01T17:02:17.086Z
1406A@L,10:2b:aa:50:91:ea,10:2b:aa:50:91:eb,2026-08-07 09:12:01,0.0,1406A@L,10:2b:aa:50:91:eb,192.168.201.131,,,iCX,1406A,MVM784,1406,yes,2026-08-01T17:02:17.086Z
1406B@B,10:2b:aa:50:30:22,10:2b:aa:50:30:23,2026-08-07 09:07:13,0.01,1406B@B,10:2b:aa:50:30:23,192.168.203.216,,,iCX,1406B,MVM784,1406,yes,2026-08-01T16:59:28.429Z
1406B@L,10:2b:aa:50:2f:3e,10:2b:aa:50:2f:3f,2026-08-07 09:00:47,0.01,1406B@L,10:2b:aa:50:2f:3f,192.168.203.128,,,iCX,1406B,MVM784,1406,yes,2026-08-01T16:59:28.429Z
1407A@B,10:2b:aa:50:2f:62,10:2b:aa:50:2f:63,2026-08-07 09:11:17,0.0,,,,Not in mDNS,,iCX,1407A,MVM784,1407,yes,2026-08-01T15:16:50.906Z
1407A@L,10:2b:aa:50:2e:42,10:2b:aa:50:2e:43,2026-08-07 09:09:37,0.0,1407A@L,10:2b:aa:50:2e:43,192.168.201.3,,,iCX,1407A,MVM784,1407,yes,2026-08-01T15:16:50.906Z
1407B@B,10:2b:aa:50:8f:b0,10:2b:aa:50:8f:b1,2026-08-07 09:05:31,0.01,1407B@B,10:2b:aa:50:8f:b1,192.168.203.60,,,iCX,1407B,MVM784,1407,yes,2026-08-01T15:18:11.239Z
1407B@L,10:2b:aa:50:8f:f2,10:2b:aa:50:8f:f3,2026-08-07 09:01:13,0.01,1407B@L,10:2b:aa:50:8f:f3,192.168.202.115,,,iCX,1407B,MVM784,1407,yes,2026-08-01T15:18:11.239Z
,,,,,1407A,26:d4:35:71:a8:a5,192.168.203.48,Stale MAC (randomized),,mDNS only,1407A,MVM784,1407,yes,2026-08-01T15:16:50.906Z
1408A@B,10:2b:aa:50:8f:56,10:2b:aa:50:8f:57,2026-08-07 09:05:50,0.01,1408A@B,10:2b:aa:50:8f:57,192.168.203.210,,,iCX,1408A,MVM784,1408,yes,2026-07-30T18:13:01.508Z
1408A@L,10:2b:aa:50:32:b9,10:2b:aa:50:32:ba,2026-08-07 09:11:58,0.0,1408A@L,10:2b:aa:50:32:ba,192.168.201.138,,,iCX,1408A,MVM784,1408,yes,2026-07-30T18:13:01.508Z
1408B@B,10:2b:aa:50:31:45,10:2b:aa:50:31:46,2026-08-07 09:14:15,0.0,1408B@B,10:2b:aa:50:31:46,192.168.202.239,,,iCX,1408B,MVM784,1408,yes,2026-07-30T18:13:08.327Z
1408B@L,10:2b:aa:50:31:8a,10:2b:aa:50:31:8b,2026-08-07 09:09:40,0.0,1408B@L,10:2b:aa:50:31:8b,192.168.202.142,,,iCX,1408B,MVM784,1408,yes,2026-07-30T18:13:08.327Z
,,,,,1408B,02:51:aa:68:65:6f,192.168.203.0,Stale MAC (randomized),,mDNS only,1408B,MVM784,1408,yes,2026-07-30T18:13:08.327Z
1409A@B,10:2b:aa:50:8f:47,10:2b:aa:50:8f:48,2026-08-07 09:02:38,0.01,1409A@B,10:2b:aa:50:8f:48,192.168.203.228,,,iCX,1409A,MVM784,1409,yes,2026-07-30T18:18:11.451Z
1409A@L,10:2b:aa:50:33:3a,10:2b:aa:50:33:3b,2026-08-07 09:09:18,0.0,1409A@L,10:2b:aa:50:33:3b,192.168.202.10,,,iCX,1409A,MVM784,1409,yes,2026-07-30T18:18:11.451Z
1409B@B,10:2b:aa:50:8d:6a,10:2b:aa:50:8d:6b,2026-08-07 09:00:30,0.01,1409B@B,10:2b:aa:50:8d:6b,192.168.201.61,,,iCX,1409B,MVM784,1409,yes,2026-07-30T18:16:23.811Z
1409B@L,10:2b:aa:50:8e:09,10:2b:aa:50:8e:0a,2026-08-07 09:05:15,0.01,1409B@L,10:2b:aa:50:8e:0a,192.168.203.254,,,iCX,1409B,MVM784,1409,yes,2026-07-30T18:16:23.811Z
1410A@B,10:2b:aa:51:e8:ed,10:2b:aa:51:e8:ee,2026-08-07 09:11:11,0.0,1410A@B,10:2b:aa:51:e8:ee,192.168.203.132,,,iCX,1410A,MVM784,1410,yes,2026-07-30T18:09:13.720Z
1410A@L,10:2b:aa:51:ea:d3,10:2b:aa:51:ea:d4,2026-08-07 09:00:20,0.01,1410A@L,10:2b:aa:51:ea:d4,192.168.202.12,,,iCX,1410A,MVM784,1410,yes,2026-07-30T18:09:13.720Z
1410B@B,10:2b:aa:50:8d:46,10:2b:aa:50:8d:47,2026-08-07 09:03:55,0.01,1410B@B,10:2b:aa:50:8d:47,192.168.201.136,,,iCX,1410B,MVM784,1410,yes,2026-07-30T18:09:10.313Z
1410B@L,10:2b:aa:50:8d:8e,10:2b:aa:50:8d:8f,2026-08-07 09:10:51,0.0,1410B@L,10:2b:aa:50:8d:8f,192.168.203.243,,,iCX,1410B,MVM784,1410,yes,2026-07-30T18:09:10.313Z
1411A@B,10:2b:aa:50:3f:85,10:2b:aa:50:3f:86,2026-08-07 09:02:32,0.01,1411A@B,10:2b:aa:50:3f:86,192.168.202.234,,,iCX,1411A,MVM784,1411,yes,2026-07-30T18:25:45.795Z
1411A@L,10:2b:aa:50:3f:97,10:2b:aa:50:3f:98,2026-08-07 09:08:13,0.0,1411A@L,10:2b:aa:50:3f:98,192.168.200.152,,,iCX,1411A,MVM784,1411,yes,2026-07-30T18:25:45.795Z
1411B@B,10:2b:aa:50:8e:81,10:2b:aa:50:8e:82,2026-08-07 09:11:46,0.0,1411B@B,10:2b:aa:50:8e:82,192.168.200.117,,,iCX,1411B,MVM784,1411,yes,2026-07-30T18:23:52.246Z
1411B@L,10:2b:aa:50:30:fa,10:2b:aa:50:30:fb,2026-08-07 09:02:55,0.01,1411B@L,10:2b:aa:50:30:fb,192.168.203.43,,,iCX,1411B,MVM784,1411,yes,2026-07-30T18:23:52.246Z
1412A@B,10:2b:aa:50:33:10,10:2b:aa:50:33:11,2026-08-07 09:06:40,0.01,1412A@B,10:2b:aa:50:33:11,192.168.202.127,,,iCX,1412A,MVM784,1412,yes,2026-07-31T16:35:43.390Z
1412A@L,10:2b:aa:50:33:3d,10:2b:aa:50:33:3e,2026-08-07 09:06:21,0.01,,,,Not in mDNS,,iCX,1412A,MVM784,1412,yes,2026-07-31T16:35:43.390Z
1412B@B,10:2b:aa:50:8f:95,10:2b:aa:50:8f:96,2026-08-07 09:10:52,0.0,1412B@B,10:2b:aa:50:8f:96,192.168.200.83,,,iCX,1412B,MVM784,1412,yes,2026-07-30T18:21:18.892Z
1412B@L,10:2b:aa:50:33:4c,10:2b:aa:50:33:4d,2026-08-07 09:11:24,0.0,1412B@L,10:2b:aa:50:33:4d,192.168.200.161,,,iCX,1412B,MVM784,1412,yes,2026-07-30T18:21:18.892Z
1501A@B,10:2b:aa:51:ea:e5,10:2b:aa:51:ea:e6,2026-08-07 09:09:04,0.0,1501A@B,10:2b:aa:51:ea:e6,192.168.203.127,,,iCX,1501A,MVM784,1501,yes,2026-07-30T18:32:01.168Z
1501A@L,10:2b:aa:51:e7:be,10:2b:aa:51:e7:bf,2026-08-07 09:06:41,0.01,1501A@L,10:2b:aa:51:e7:bf,192.168.203.112,,,iCX,1501A,MVM784,1501,yes,2026-07-30T18:32:01.168Z
1501B@B,10:2b:aa:50:36:76,10:2b:aa:50:36:77,2026-08-07 09:11:14,0.0,1501B@B,10:2b:aa:50:36:77,192.168.201.151,,,iCX,1501B,MVM784,1501,yes,2026-07-30T18:32:30.878Z
1501B@L,10:2b:aa:50:36:fd,10:2b:aa:50:36:fe,2026-08-07 09:08:36,0.0,1501B@L,10:2b:aa:50:36:fe,192.168.203.66,,,iCX,1501B,MVM784,1501,yes,2026-07-30T18:32:30.878Z
